n,protocol,loss,calibrated,context_feature,target_feature,repeat,fold,delta
6400,DT + RMSE,rmse,False,X2,X1,0,0,0.48859914553306455
6400,DT + RMSE,rmse,False,X2,X1,0,1,0.5010998120944787
6400,DT + RMSE,rmse,False,X2,X1,0,2,0.49581365621555007
6400,DT + RMSE,rmse,False,X2,X1,0,3,0.49926353864058104
6400,DT + RMSE,rmse,False,X2,X1,0,4,0.4949611808592759
6400,DT + RMSE,rmse,False,X2,X1,1,0,0.4924706884602115
6400,DT + RMSE,rmse,False,X2,X1,1,1,0.5125417185169264
6400,DT + RMSE,rmse,False,X2,X1,1,2,0.4923034573710432
6400,DT + RMSE,rmse,False,X2,X1,1,3,0.5044500602732532
6400,DT + RMSE,rmse,False,X2,X1,1,4,0.4984633285583897
6400,DT + RMSE,rmse,False,X2,X1,2,0,0.4933226709695821
6400,DT + RMSE,rmse,False,X2,X1,2,1,0.5047470612743683
6400,DT + RMSE,rmse,False,X2,X1,2,2,0.5001545604673644
6400,DT + RMSE,rmse,False,X2,X1,2,3,0.5066139237593853
6400,DT + RMSE,rmse,False,X2,X1,2,4,0.5140024624562652
6400,DT + RMSE,rmse,False,X2,X1,3,0,0.48740172005702015
6400,DT + RMSE,rmse,False,X2,X1,3,1,0.49239651705290916
6400,DT + RMSE,rmse,False,X2,X1,3,2,0.5125439549960741
6400,DT + RMSE,rmse,False,X2,X1,3,3,0.49517296226832586
6400,DT + RMSE,rmse,False,X2,X1,3,4,0.5053266264361563
6400,DT + RMSE,rmse,False,X2,X1,4,0,0.49537406703190434
6400,DT + RMSE,rmse,False,X2,X1,4,1,0.49837339923409757
6400,DT + RMSE,rmse,False,X2,X1,4,2,0.49648164929676625
6400,DT + RMSE,rmse,False,X2,X1,4,3,0.5114818271210537
6400,DT + RMSE,rmse,False,X2,X1,4,4,0.5030711690840987
6400,DT + RMSE,rmse,False,X2,X1,5,0,0.4947669860256409
6400,DT + RMSE,rmse,False,X2,X1,5,1,0.49358446728731425
6400,DT + RMSE,rmse,False,X2,X1,5,2,0.49330647508938097
6400,DT + RMSE,rmse,False,X2,X1,5,3,0.4995887728698684
6400,DT + RMSE,rmse,False,X2,X1,5,4,0.501131863725769
6400,DT + RMSE,rmse,False,X2,X1,6,0,0.5073303690830674
6400,DT + RMSE,rmse,False,X2,X1,6,1,0.5050704571543262
6400,DT + RMSE,rmse,False,X2,X1,6,2,0.5103241815019274
6400,DT + RMSE,rmse,False,X2,X1,6,3,0.5014334644934574
6400,DT + RMSE,rmse,False,X2,X1,6,4,0.5117958502523111
6400,DT + RMSE,rmse,False,X2,X1,7,0,0.5079456605556485
6400,DT + RMSE,rmse,False,X2,X1,7,1,0.49992973053561157
6400,DT + RMSE,rmse,False,X2,X1,7,2,0.5164547645393032
6400,DT + RMSE,rmse,False,X2,X1,7,3,0.4918692240251008
6400,DT + RMSE,rmse,False,X2,X1,7,4,0.499920584048499
6400,DT + RMSE,rmse,False,X2,X1,8,0,0.5004882587451703
6400,DT + RMSE,rmse,False,X2,X1,8,1,0.49268235584455183
6400,DT + RMSE,rmse,False,X2,X1,8,2,0.5094023933067818
6400,DT + RMSE,rmse,False,X2,X1,8,3,0.5059836516146102
6400,DT + RMSE,rmse,False,X2,X1,8,4,0.4888743755971612
6400,DT + RMSE,rmse,False,X2,X1,9,0,0.5039025027323399
6400,DT + RMSE,rmse,False,X2,X1,9,1,0.4997059505483003
6400,DT + RMSE,rmse,False,X2,X1,9,2,0.49334844497979896
6400,DT + RMSE,rmse,False,X2,X1,9,3,0.4983102178670953
6400,DT + RMSE,rmse,False,X2,X1,9,4,0.5071452042886018
6400,DT + log-loss,logloss,False,X2,X1,0,0,0.6705857992209172
6400,DT + log-loss,logloss,False,X2,X1,0,1,0.6953494633494697
6400,DT + log-loss,logloss,False,X2,X1,0,2,0.6848081141878404
6400,DT + log-loss,logloss,False,X2,X1,0,3,0.6916758552225135
6400,DT + log-loss,logloss,False,X2,X1,0,4,0.6831166883468055
6400,DT + log-loss,logloss,False,X2,X1,1,0,0.6781688279860258
6400,DT + log-loss,logloss,False,X2,X1,1,1,0.7185602303427645
6400,DT + log-loss,logloss,False,X2,X1,1,2,0.6778706090507269
6400,DT + log-loss,logloss,False,X2,X1,1,3,0.7021097858895179
6400,DT + log-loss,logloss,False,X2,X1,1,4,0.6900785550522088
6400,DT + log-loss,logloss,False,X2,X1,2,0,0.6798776060617373
6400,DT + log-loss,logloss,False,X2,X1,2,1,0.7026875026261044
6400,DT + log-loss,logloss,False,X2,X1,2,2,0.693448085033006
6400,DT + log-loss,logloss,False,X2,X1,2,3,0.7064865161942571
6400,DT + log-loss,logloss,False,X2,X1,2,4,0.7215680854971989
6400,DT + log-loss,logloss,False,X2,X1,3,0,0.6682358188868331
6400,DT + log-loss,logloss,False,X2,X1,3,1,0.6780509761190487
6400,DT + log-loss,logloss,False,X2,X1,3,2,0.7185590830663249
6400,DT + log-loss,logloss,False,X2,X1,3,3,0.6835390481827481
6400,DT + log-loss,logloss,False,X2,X1,3,4,0.7038615750033633
6400,DT + log-loss,logloss,False,X2,X1,4,0,0.6839347582152334
6400,DT + log-loss,logloss,False,X2,X1,4,1,0.6898946645520222
6400,DT + log-loss,logloss,False,X2,X1,4,2,0.6861345589662133
6400,DT + log-loss,logloss,False,X2,X1,4,3,0.7163832504416282
6400,DT + log-loss,logloss,False,X2,X1,4,4,0.6993102469755117
6400,DT + log-loss,logloss,False,X2,X1,5,0,0.6827282576864188
6400,DT + log-loss,logloss,False,X2,X1,5,1,0.6803879501283163
6400,DT + log-loss,logloss,False,X2,X1,5,2,0.6798464773041697
6400,DT + log-loss,logloss,False,X2,X1,5,3,0.6923235748522801
6400,DT + log-loss,logloss,False,X2,X1,5,4,0.6954158997769816
6400,DT + log-loss,logloss,False,X2,X1,6,0,0.707918979858694
6400,DT + log-loss,logloss,False,X2,X1,6,1,0.7033409873096129
6400,DT + log-loss,logloss,False,X2,X1,6,2,0.7140188499600295
6400,DT + log-loss,logloss,False,X2,X1,6,3,0.6960169103222658
6400,DT + log-loss,logloss,False,X2,X1,6,4,0.7170309049911895
6400,DT + log-loss,logloss,False,X2,X1,7,0,0.709174416571585
6400,DT + log-loss,logloss,False,X2,X1,7,1,0.6930056437655816
6400,DT + log-loss,logloss,False,X2,X1,7,2,0.726621286458671
6400,DT + log-loss,logloss,False,X2,X1,7,3,0.677014254313448
6400,DT + log-loss,logloss,False,X2,X1,7,4,0.6929857745830663
6400,DT + log-loss,logloss,False,X2,X1,8,0,0.6941234477608895
6400,DT + log-loss,logloss,False,X2,X1,8,1,0.6786137176974844
6400,DT + log-loss,logloss,False,X2,X1,8,2,0.7121384712254847
6400,DT + log-loss,logloss,False,X2,X1,8,3,0.7051878619854779
6400,DT + log-loss,logloss,False,X2,X1,8,4,0.6711301744903686
6400,DT + log-loss,logloss,False,X2,X1,9,0,0.7009862297412396
6400,DT + log-loss,logloss,False,X2,X1,9,1,0.6925605788466773
6400,DT + log-loss,logloss,False,X2,X1,9,2,0.6799251542723509
6400,DT + log-loss,logloss,False,X2,X1,9,3,0.6897730355317919
6400,DT + log-loss,logloss,False,X2,X1,9,4,0.7075447011877457
6400,DT + log-loss (calibrated),logloss,True,X2,X1,0,0,0.669945710814553
6400,DT + log-loss (calibrated),logloss,True,X2,X1,0,1,0.6934302664451621
6400,DT + log-loss (calibrated),logloss,True,X2,X1,0,2,0.6915055106652768
6400,DT + log-loss (calibrated),logloss,True,X2,X1,0,3,0.6929760840704606
6400,DT + log-loss (calibrated),logloss,True,X2,X1,0,4,0.6897071039398323
6400,DT + log-loss (calibrated),logloss,True,X2,X1,1,0,0.6743654661260259
6400,DT + log-loss (calibrated),logloss,True,X2,X1,1,1,0.713745452656317
6400,DT + log-loss (calibrated),logloss,True,X2,X1,1,2,0.6867282240182662
6400,DT + log-loss (calibrated),logloss,True,X2,X1,1,3,0.707261947181427
6400,DT + log-loss (calibrated),logloss,True,X2,X1,1,4,0.6932771670702218
6400,DT + log-loss (calibrated),logloss,True,X2,X1,2,0,0.6826878113891682
6400,DT + log-loss (calibrated),logloss,True,X2,X1,2,1,0.6933823052538116
6400,DT + log-loss (calibrated),logloss,True,X2,X1,2,2,0.6996914175109961
6400,DT + log-loss (calibrated),logloss,True,X2,X1,2,3,0.7097201071707044
6400,DT + log-loss (calibrated),logloss,True,X2,X1,2,4,0.7136560213403311
6400,DT + log-loss (calibrated),logloss,True,X2,X1,3,0,0.6707462394273828
6400,DT + log-loss (calibrated),logloss,True,X2,X1,3,1,0.6930875701307317
6400,DT + log-loss (calibrated),logloss,True,X2,X1,3,2,0.7053924148036347
6400,DT + log-loss (calibrated),logloss,True,X2,X1,3,3,0.6807018647210334
6400,DT + log-loss (calibrated),logloss,True,X2,X1,3,4,0.7038793986105796
6400,DT + log-loss (calibrated),logloss,True,X2,X1,4,0,0.6803738714090908
6400,DT + log-loss (calibrated),logloss,True,X2,X1,4,1,0.6916277463518297
6400,DT + log-loss (calibrated),logloss,True,X2,X1,4,2,0.6909517451270082
6400,DT + log-loss (calibrated),logloss,True,X2,X1,4,3,0.7035808394923767
6400,DT + log-loss (calibrated),logloss,True,X2,X1,4,4,0.6932804574897036
6400,DT + log-loss (calibrated),logloss,True,X2,X1,5,0,0.6892868120612334
6400,DT + log-loss (calibrated),logloss,True,X2,X1,5,1,0.6929323521405706
6400,DT + log-loss (calibrated),logloss,True,X2,X1,5,2,0.6825512717922122
6400,DT + log-loss (calibrated),logloss,True,X2,X1,5,3,0.6882255284488363
6400,DT + log-loss (calibrated),logloss,True,X2,X1,5,4,0.6938587760901261
6400,DT + log-loss (calibrated),logloss,True,X2,X1,6,0,0.6994422010600101
6400,DT + log-loss (calibrated),logloss,True,X2,X1,6,1,0.7003597354221263
6400,DT + log-loss (calibrated),logloss,True,X2,X1,6,2,0.7083685585380994
6400,DT + log-loss (calibrated),logloss,True,X2,X1,6,3,0.6897759486802648
6400,DT + log-loss (calibrated),logloss,True,X2,X1,6,4,0.6985427037888217
6400,DT + log-loss (calibrated),logloss,True,X2,X1,7,0,0.7059838843749362
6400,DT + log-loss (calibrated),logloss,True,X2,X1,7,1,0.6918963187144396
6400,DT + log-loss (calibrated),logloss,True,X2,X1,7,2,0.7265680275105623
6400,DT + log-loss (calibrated),logloss,True,X2,X1,7,3,0.6894662290556344
6400,DT + log-loss (calibrated),logloss,True,X2,X1,7,4,0.6990049351463515
6400,DT + log-loss (calibrated),logloss,True,X2,X1,8,0,0.6940979452118105
6400,DT + log-loss (calibrated),logloss,True,X2,X1,8,1,0.6809939690133895
6400,DT + log-loss (calibrated),logloss,True,X2,X1,8,2,0.7090185845309932
6400,DT + log-loss (calibrated),logloss,True,X2,X1,8,3,0.7018525691840023
6400,DT + log-loss (calibrated),logloss,True,X2,X1,8,4,0.6795320147869235
6400,DT + log-loss (calibrated),logloss,True,X2,X1,9,0,0.692211148396626
6400,DT + log-loss (calibrated),logloss,True,X2,X1,9,1,0.6933107482455878
6400,DT + log-loss (calibrated),logloss,True,X2,X1,9,2,0.6874254498415769
6400,DT + log-loss (calibrated),logloss,True,X2,X1,9,3,0.6930696401747314
6400,DT + log-loss (calibrated),logloss,True,X2,X1,9,4,0.6961218003311537
12800,DT + RMSE,rmse,False,X2,X1,0,0,0.5016908545999168
12800,DT + RMSE,rmse,False,X2,X1,0,1,0.500712932954634
12800,DT + RMSE,rmse,False,X2,X1,0,2,0.49589104416433044
12800,DT + RMSE,rmse,False,X2,X1,0,3,0.4914253663941232
12800,DT + RMSE,rmse,False,X2,X1,0,4,0.49832715757661494
12800,DT + RMSE,rmse,False,X2,X1,1,0,0.5043384726211317
12800,DT + RMSE,rmse,False,X2,X1,1,1,0.4932580392677064
12800,DT + RMSE,rmse,False,X2,X1,1,2,0.5061102225405929
12800,DT + RMSE,rmse,False,X2,X1,1,3,0.5023581101572127
12800,DT + RMSE,rmse,False,X2,X1,1,4,0.49977071918127575
12800,DT + RMSE,rmse,False,X2,X1,2,0,0.49830362254533606
12800,DT + RMSE,rmse,False,X2,X1,2,1,0.5013736673209246
12800,DT + RMSE,rmse,False,X2,X1,2,2,0.4967551126629644
12800,DT + RMSE,rmse,False,X2,X1,2,3,0.5042158994501378
12800,DT + RMSE,rmse,False,X2,X1,2,4,0.49312653715436117
12800,DT + RMSE,rmse,False,X2,X1,3,0,0.49759873132807914
12800,DT + RMSE,rmse,False,X2,X1,3,1,0.49734189393426786
12800,DT + RMSE,rmse,False,X2,X1,3,2,0.5022891556547295
12800,DT + RMSE,rmse,False,X2,X1,3,3,0.4966706264525318
12800,DT + RMSE,rmse,False,X2,X1,3,4,0.4994775003919105
12800,DT + RMSE,rmse,False,X2,X1,4,0,0.4973425218463065
12800,DT + RMSE,rmse,False,X2,X1,4,1,0.5030050957134587
12800,DT + RMSE,rmse,False,X2,X1,4,2,0.4930529086414094
12800,DT + RMSE,rmse,False,X2,X1,4,3,0.5049346049044732
12800,DT + RMSE,rmse,False,X2,X1,4,4,0.4904000055536497
12800,DT + RMSE,rmse,False,X2,X1,5,0,0.5037560820318999
12800,DT + RMSE,rmse,False,X2,X1,5,1,0.4978914548678284
12800,DT + RMSE,rmse,False,X2,X1,5,2,0.4952926791492083
12800,DT + RMSE,rmse,False,X2,X1,5,3,0.49761101127551216
12800,DT + RMSE,rmse,False,X2,X1,5,4,0.5090682213351747
12800,DT + RMSE,rmse,False,X2,X1,6,0,0.49779093522309176
12800,DT + RMSE,rmse,False,X2,X1,6,1,0.5035497807746278
12800,DT + RMSE,rmse,False,X2,X1,6,2,0.4854449005752893
12800,DT + RMSE,rmse,False,X2,X1,6,3,0.5072676762088655
12800,DT + RMSE,rmse,False,X2,X1,6,4,0.5035624652987262
12800,DT + RMSE,rmse,False,X2,X1,7,0,0.5000658982185531
12800,DT + RMSE,rmse,False,X2,X1,7,1,0.5065599414673013
12800,DT + RMSE,rmse,False,X2,X1,7,2,0.49965565305005266
12800,DT + RMSE,rmse,False,X2,X1,7,3,0.507343186402977
12800,DT + RMSE,rmse,False,X2,X1,7,4,0.5100658964172121
12800,DT + RMSE,rmse,False,X2,X1,8,0,0.49233294495744284
12800,DT + RMSE,rmse,False,X2,X1,8,1,0.49926155854273474
12800,DT + RMSE,rmse,False,X2,X1,8,2,0.49853799146720007
12800,DT + RMSE,rmse,False,X2,X1,8,3,0.4973816740752693
12800,DT + RMSE,rmse,False,X2,X1,8,4,0.49541128324114625
12800,DT + RMSE,rmse,False,X2,X1,9,0,0.504769614309017
12800,DT + RMSE,rmse,False,X2,X1,9,1,0.5012910835353356
12800,DT + RMSE,rmse,False,X2,X1,9,2,0.508816431302018
12800,DT + RMSE,rmse,False,X2,X1,9,3,0.5015521199505713
12800,DT + RMSE,rmse,False,X2,X1,9,4,0.49101309444506275
12800,DT + log-loss,logloss,False,X2,X1,0,0,0.6965351523065657
12800,DT + log-loss,logloss,False,X2,X1,0,1,0.694574195051663
12800,DT + log-loss,logloss,False,X2,X1,0,2,0.6849609159827856
12800,DT + log-loss,logloss,False,X2,X1,0,3,0.6761423696826667
12800,DT + log-loss,logloss,False,X2,X1,0,4,0.6898071341724421
12800,DT + log-loss,logloss,False,X2,X1,1,0,0.7018622824839007
12800,DT + log-loss,logloss,False,X2,X1,1,1,0.679752101167955
12800,DT + log-loss,logloss,False,X2,X1,1,2,0.7054438261761085
12800,DT + log-loss,logloss,False,X2,X1,1,3,0.6978784377824994
12800,DT + log-loss,logloss,False,X2,X1,1,4,0.6926888225727513
12800,DT + log-loss,logloss,False,X2,X1,2,0,0.6897602139391036
12800,DT + log-loss,logloss,False,X2,X1,2,1,0.6959004749833704
12800,DT + log-loss,logloss,False,X2,X1,2,2,0.6866778486094582
12800,DT + log-loss,logloss,False,X2,X1,2,3,0.701615564122893
12800,DT + log-loss,logloss,False,X2,X1,2,4,0.6794912978992629
12800,DT + log-loss,logloss,False,X2,X1,3,0,0.6883560669262072
12800,DT + log-loss,logloss,False,X2,X1,3,1,0.6878449851452468
12800,DT + log-loss,logloss,False,X2,X1,3,2,0.6977361403833524
12800,DT + log-loss,logloss,False,X2,X1,3,3,0.6865102077003907
12800,DT + log-loss,logloss,False,X2,X1,3,4,0.6921021348617807
12800,DT + log-loss,logloss,False,X2,X1,4,0,0.6878461876223118
12800,DT + log-loss,logloss,False,X2,X1,4,1,0.6991758331912139
12800,DT + log-loss,logloss,False,X2,X1,4,2,0.67934730070103
12800,DT + log-loss,logloss,False,X2,X1,4,3,0.703070710297516
12800,DT + log-loss,logloss,False,X2,X1,4,4,0.6741237047157729
12800,DT + log-loss,logloss,False,X2,X1,5,0,0.7006879032381765
12800,DT + log-loss,logloss,False,X2,X1,5,1,0.6889388543033884
12800,DT + log-loss,logloss,False,X2,X1,5,2,0.683774930330879
12800,DT + log-loss,logloss,False,X2,X1,5,3,0.6883804016236069
12800,DT + log-loss,logloss,False,X2,X1,5,4,0.7114520334851268
12800,DT + log-loss,logloss,False,X2,X1,6,0,0.6887386167191193
12800,DT + log-loss,logloss,False,X2,X1,6,1,0.7002722771871477
12800,DT + log-loss,logloss,False,X2,X1,6,2,0.6644519194374778
12800,DT + log-loss,logloss,False,X2,X1,6,3,0.7077897053900899
12800,DT + log-loss,logloss,False,X2,X1,6,4,0.7002981453943773
12800,DT + log-loss,logloss,False,X2,X1,7,0,0.6932790837014668
12800,DT + log-loss,logloss,False,X2,X1,7,1,0.7063543558159947
12800,DT + log-loss,logloss,False,X2,X1,7,2,0.6924588189264567
12800,DT + log-loss,logloss,False,X2,X1,7,3,0.7079431291253009
12800,DT + log-loss,logloss,False,X2,X1,7,4,0.7134857585760778
12800,DT + log-loss,logloss,False,X2,X1,8,0,0.677924509050625
12800,DT + log-loss,logloss,False,X2,X1,8,1,0.6916713102572908
12800,DT + log-loss,logloss,False,X2,X1,8,2,0.6902274854170789
12800,DT + log-loss,logloss,False,X2,X1,8,3,0.6879239720420367
12800,DT + log-loss,logloss,False,X2,X1,8,4,0.6840103311010183
12800,DT + log-loss,logloss,False,X2,X1,9,0,0.7027327438640363
12800,DT + log-loss,logloss,False,X2,X1,9,1,0.6957329536567813
12800,DT + log-loss,logloss,False,X2,X1,9,2,0.7109424077615325
12800,DT + log-loss,logloss,False,X2,X1,9,3,0.696257122740386
12800,DT + log-loss,logloss,False,X2,X1,9,4,0.6753307490475509
12800,DT + log-loss (calibrated),logloss,True,X2,X1,0,0,0.6943062737163008
12800,DT + log-loss (calibrated),logloss,True,X2,X1,0,1,0.6932322445579588
12800,DT + log-loss (calibrated),logloss,True,X2,X1,0,2,0.6829104432302484
12800,DT + log-loss (calibrated),logloss,True,X2,X1,0,3,0.6862697730893904
12800,DT + log-loss (calibrated),logloss,True,X2,X1,0,4,0.6931522876224163
12800,DT + log-loss (calibrated),logloss,True,X2,X1,1,0,0.6975199431409204
12800,DT + log-loss (calibrated),logloss,True,X2,X1,1,1,0.6901936389833111
12800,DT + log-loss (calibrated),logloss,True,X2,X1,1,2,0.7062301555097389
12800,DT + log-loss (calibrated),logloss,True,X2,X1,1,3,0.6972830301898632
12800,DT + log-loss (calibrated),logloss,True,X2,X1,1,4,0.6931574754012559
12800,DT + log-loss (calibrated),logloss,True,X2,X1,2,0,0.6931587142514386
12800,DT + log-loss (calibrated),logloss,True,X2,X1,2,1,0.7000760967436431
12800,DT + log-loss (calibrated),logloss,True,X2,X1,2,2,0.6857554554214799
12800,DT + log-loss (calibrated),logloss,True,X2,X1,2,3,0.6946553853725632
12800,DT + log-loss (calibrated),logloss,True,X2,X1,2,4,0.6823638102400623
12800,DT + log-loss (calibrated),logloss,True,X2,X1,3,0,0.6925554078990421
12800,DT + log-loss (calibrated),logloss,True,X2,X1,3,1,0.688405338380431
12800,DT + log-loss (calibrated),logloss,True,X2,X1,3,2,0.6996613787847769
12800,DT + log-loss (calibrated),logloss,True,X2,X1,3,3,0.684967560330882
12800,DT + log-loss (calibrated),logloss,True,X2,X1,3,4,0.6925739837240603
12800,DT + log-loss (calibrated),logloss,True,X2,X1,4,0,0.6933051822214092
12800,DT + log-loss (calibrated),logloss,True,X2,X1,4,1,0.6940385445097026
12800,DT + log-loss (calibrated),logloss,True,X2,X1,4,2,0.6793275501807476
12800,DT + log-loss (calibrated),logloss,True,X2,X1,4,3,0.7005885817525346
12800,DT + log-loss (calibrated),logloss,True,X2,X1,4,4,0.6754132052270716
12800,DT + log-loss (calibrated),logloss,True,X2,X1,5,0,0.6952215068917145
12800,DT + log-loss (calibrated),logloss,True,X2,X1,5,1,0.6903854385725251
12800,DT + log-loss (calibrated),logloss,True,X2,X1,5,2,0.6845240644843331
12800,DT + log-loss (calibrated),logloss,True,X2,X1,5,3,0.6878305780004785
12800,DT + log-loss (calibrated),logloss,True,X2,X1,5,4,0.7114289030162705
12800,DT + log-loss (calibrated),logloss,True,X2,X1,6,0,0.6933729161739297
12800,DT + log-loss (calibrated),logloss,True,X2,X1,6,1,0.7002705496351878
12800,DT + log-loss (calibrated),logloss,True,X2,X1,6,2,0.6644276049677894
12800,DT + log-loss (calibrated),logloss,True,X2,X1,6,3,0.7104854521844635
12800,DT + log-loss (calibrated),logloss,True,X2,X1,6,4,0.6988381963346763
12800,DT + log-loss (calibrated),logloss,True,X2,X1,7,0,0.693209813404605
12800,DT + log-loss (calibrated),logloss,True,X2,X1,7,1,0.7063995985036402
12800,DT + log-loss (calibrated),logloss,True,X2,X1,7,2,0.6931812790519468
12800,DT + log-loss (calibrated),logloss,True,X2,X1,7,3,0.7045826771726705
12800,DT + log-loss (calibrated),logloss,True,X2,X1,7,4,0.7134208551337429
12800,DT + log-loss (calibrated),logloss,True,X2,X1,8,0,0.6759998614184624
12800,DT + log-loss (calibrated),logloss,True,X2,X1,8,1,0.6933132696720463
12800,DT + log-loss (calibrated),logloss,True,X2,X1,8,2,0.6931453258810275
12800,DT + log-loss (calibrated),logloss,True,X2,X1,8,3,0.6931469470569342
12800,DT + log-loss (calibrated),logloss,True,X2,X1,8,4,0.6891690590291378
12800,DT + log-loss (calibrated),logloss,True,X2,X1,9,0,0.6933040201919023
12800,DT + log-loss (calibrated),logloss,True,X2,X1,9,1,0.6961190784927608
12800,DT + log-loss (calibrated),logloss,True,X2,X1,9,2,0.7096748676056513
12800,DT + log-loss (calibrated),logloss,True,X2,X1,9,3,0.6974815703763415
12800,DT + log-loss (calibrated),logloss,True,X2,X1,9,4,0.6752629680623824
