order,context_indices,target_idx,context_size,target_feature,context_features,repeat,fold,delta
1,(),5,0,X6,(),2,2,-0.016246383106594986
1,(),5,0,X6,(),2,3,0.006605491271179265
1,(),5,0,X6,(),2,4,-0.0032287077061147196
1,(),5,0,X6,(),3,0,0.005803944169713637
1,(),5,0,X6,(),3,1,-0.016842116348371294
1,(),5,0,X6,(),3,2,0.005195136189980243
1,(),5,0,X6,(),3,3,0.021552377001246903
1,(),5,0,X6,(),3,4,0.02039881256260445
1,(),5,0,X6,(),4,0,0.0007520097811268833
1,(),5,0,X6,(),4,1,0.03312050129240507
1,(),5,0,X6,(),4,2,0.011671507976525719
1,(),5,0,X6,(),4,3,0.0021749607367106405
1,(),5,0,X6,(),4,4,0.0013860207640165045
1,(),6,0,X7,(),0,0,-0.012815194819212339
1,(),6,0,X7,(),0,1,0.031122111819202658
1,(),6,0,X7,(),0,2,-0.0012279638272093552
1,(),6,0,X7,(),0,3,0.01778925174932855
1,(),6,0,X7,(),0,4,0.0022690478785827306
1,(),6,0,X7,(),1,0,0.009060273505637428
1,(),6,0,X7,(),1,1,0.0016704388620354393
1,(),6,0,X7,(),1,2,0.014019394450890621
1,(),6,0,X7,(),1,3,0.015213721976832906
1,(),6,0,X7,(),1,4,-0.010804337470458503
1,(),6,0,X7,(),2,0,0.007599757146976915
1,(),6,0,X7,(),2,1,-0.007308876531960551
1,(),6,0,X7,(),2,2,0.03475268205305537
1,(),6,0,X7,(),2,3,-0.0029640935190160533
1,(),6,0,X7,(),2,4,0.012659884067078742
1,(),6,0,X7,(),3,0,-0.007686753211118669
1,(),6,0,X7,(),3,1,0.011003561527883399
1,(),6,0,X7,(),3,2,0.005579819294035393
1,(),6,0,X7,(),3,3,0.016022880532244432
1,(),6,0,X7,(),3,4,0.007628015010694544
1,(),6,0,X7,(),4,0,-0.0024753753065117623
1,(),6,0,X7,(),4,1,-0.00044392620303956853
1,(),6,0,X7,(),4,2,0.02090573404125884
1,(),6,0,X7,(),4,3,-0.005572665819672973
1,(),6,0,X7,(),4,4,0.03753089212500549
1,(),7,0,X8,(),0,0,0.00014654919608625416
1,(),7,0,X8,(),0,1,0.01049199452590166
1,(),7,0,X8,(),0,2,0.02026381158080426
1,(),7,0,X8,(),0,3,-0.014650036203835981
1,(),7,0,X8,(),0,4,-0.00974248065975547
1,(),7,0,X8,(),1,0,-0.004920520952906293
1,(),7,0,X8,(),1,1,0.022570961574728488
1,(),7,0,X8,(),1,2,0.009899554350527806
1,(),7,0,X8,(),1,3,-0.0012470944399852746
1,(),7,0,X8,(),1,4,0.001626632614842971
1,(),7,0,X8,(),2,0,-0.009409130896870788
1,(),7,0,X8,(),2,1,-0.020563002120242202
1,(),7,0,X8,(),2,2,-0.03123477527622409
1,(),7,0,X8,(),2,3,0.004116710492044873
1,(),7,0,X8,(),2,4,0.006467199879301555
1,(),7,0,X8,(),3,0,-0.004292479053737974
1,(),7,0,X8,(),3,1,-0.012600054047588571
1,(),7,0,X8,(),3,2,0.010148176119861518
1,(),7,0,X8,(),3,3,0.00871674600655159
1,(),7,0,X8,(),3,4,-0.015478519543328018
1,(),7,0,X8,(),4,0,0.003968794830528477
1,(),7,0,X8,(),4,1,-0.011772166326952993
1,(),7,0,X8,(),4,2,-0.013098854488571066
1,(),7,0,X8,(),4,3,-0.015898949466646273
1,(),7,0,X8,(),4,4,0.01109505654915055
1,(),8,0,X9,(),0,0,-0.003976816480697698
1,(),8,0,X9,(),0,1,-0.008630317950741317
1,(),8,0,X9,(),0,2,-0.015907869528752117
1,(),8,0,X9,(),0,3,0.003721570326399415
1,(),8,0,X9,(),0,4,-0.014112104944204229
1,(),8,0,X9,(),1,0,-0.009744657674167767
1,(),8,0,X9,(),1,1,-0.0057392401350502276
1,(),8,0,X9,(),1,2,-0.025562071420159205
1,(),8,0,X9,(),1,3,-0.0004863882929573293
1,(),8,0,X9,(),1,4,0.009178828802273498
1,(),8,0,X9,(),2,0,-0.010709467170228582
1,(),8,0,X9,(),2,1,-0.022274633835670965
1,(),8,0,X9,(),2,2,-0.015865890359459178
1,(),8,0,X9,(),2,3,-0.02147254744288407
1,(),8,0,X9,(),2,4,-0.0005950919198156601
1,(),8,0,X9,(),3,0,-0.032137674141867745
1,(),8,0,X9,(),3,1,0.00596625332175571
1,(),8,0,X9,(),3,2,-0.02396350772746081
1,(),8,0,X9,(),3,3,0.011030832125679457
1,(),8,0,X9,(),3,4,-0.024719554818719458
1,(),8,0,X9,(),4,0,0.011910194630299742
1,(),8,0,X9,(),4,1,-0.00966270331472796
1,(),8,0,X9,(),4,2,-0.013201693222013922
1,(),8,0,X9,(),4,3,-0.014449241336238039
1,(),8,0,X9,(),4,4,-0.00773983474419504
1,(),9,0,X10,(),0,0,0.0028388561203332996
1,(),9,0,X10,(),0,1,0.024740501313376795
1,(),9,0,X10,(),0,2,0.01595673512939444
1,(),9,0,X10,(),0,3,-0.008921620907716643
1,(),9,0,X10,(),0,4,0.0019988770396234257
1,(),9,0,X10,(),1,0,0.007151549112911937
1,(),9,0,X10,(),1,1,0.02093406912443141
1,(),9,0,X10,(),1,2,-0.008305069218955574
1,(),9,0,X10,(),1,3,-0.00717336088734144
1,(),9,0,X10,(),1,4,-0.004210806809340384
1,(),9,0,X10,(),2,0,-0.002606260895659185
1,(),9,0,X10,(),2,1,0.0059376615909172425
1,(),9,0,X10,(),2,2,0.01326774249088336
1,(),9,0,X10,(),2,3,-0.008888364189639342
1,(),9,0,X10,(),2,4,-0.00425190814293841
1,(),9,0,X10,(),3,0,0.020702956016848795
1,(),9,0,X10,(),3,1,0.005037107234829641
1,(),9,0,X10,(),3,2,-0.011155566387974769
1,(),9,0,X10,(),3,3,0.009037199281986208
1,(),9,0,X10,(),3,4,0.01576373954103516
1,(),9,0,X10,(),4,0,0.0057247233717308
1,(),9,0,X10,(),4,1,-0.0125955491660108
1,(),9,0,X10,(),4,2,0.019809023090983202
1,(),9,0,X10,(),4,3,0.014311345566865752
1,(),9,0,X10,(),4,4,0.0065820582145170725
