order,context_indices,target_idx,context_size,target_feature,context_features,repeat,fold,delta,seed
1,(),1,0,X2,(),3,3,0.04597727212005398,44
1,(),1,0,X2,(),3,4,0.0455002090020491,44
1,(),1,0,X2,(),4,0,0.054001333143153196,44
1,(),1,0,X2,(),4,1,0.041291408717947176,44
1,(),1,0,X2,(),4,2,0.034765831935242186,44
1,(),1,0,X2,(),4,3,0.03477461766559209,44
1,(),1,0,X2,(),4,4,0.04007236138185721,44
1,(),2,0,X3,(),0,0,0.0705681033598966,44
1,(),2,0,X3,(),0,1,0.06775242611145643,44
1,(),2,0,X3,(),0,2,0.07618704840094326,44
1,(),2,0,X3,(),0,3,0.05765935288803148,44
1,(),2,0,X3,(),0,4,0.06679403752879287,44
1,(),2,0,X3,(),1,0,0.0743948572578716,44
1,(),2,0,X3,(),1,1,0.06660755379270439,44
1,(),2,0,X3,(),1,2,0.06134537913391935,44
1,(),2,0,X3,(),1,3,0.05182455877510972,44
1,(),2,0,X3,(),1,4,0.06080977653551761,44
1,(),2,0,X3,(),2,0,0.06997545351304824,44
1,(),2,0,X3,(),2,1,0.07518427987450166,44
1,(),2,0,X3,(),2,2,0.07000989520145867,44
1,(),2,0,X3,(),2,3,0.06207510257209692,44
1,(),2,0,X3,(),2,4,0.06627576053374695,44
1,(),2,0,X3,(),3,0,0.06033474020773466,44
1,(),2,0,X3,(),3,1,0.07397125455749787,44
1,(),2,0,X3,(),3,2,0.07483456067682798,44
1,(),2,0,X3,(),3,3,0.06320495753205246,44
1,(),2,0,X3,(),3,4,0.06402709814423801,44
1,(),2,0,X3,(),4,0,0.06788405109677742,44
1,(),2,0,X3,(),4,1,0.048470527792784546,44
1,(),2,0,X3,(),4,2,0.07701369573880856,44
1,(),2,0,X3,(),4,3,0.07601742216630902,44
1,(),2,0,X3,(),4,4,0.06797258698849462,44
1,(),3,0,X4,(),0,0,0.06959838641092858,44
1,(),3,0,X4,(),0,1,0.06452680113444348,44
1,(),3,0,X4,(),0,2,0.0752337425443308,44
1,(),3,0,X4,(),0,3,0.05763927699801463,44
