order,context_indices,target_idx,context_size,target_feature,context_features,repeat,fold,delta,seed
1,(),3,0,X4,(),0,4,0.06497135998590153,44
1,(),3,0,X4,(),1,0,0.07296375006820705,44
1,(),3,0,X4,(),1,1,0.06552733519353326,44
1,(),3,0,X4,(),1,2,0.05986332631759017,44
1,(),3,0,X4,(),1,3,0.050840225412148,44
1,(),3,0,X4,(),1,4,0.05971949530863302,44
1,(),3,0,X4,(),2,0,0.06940659078145434,44
1,(),3,0,X4,(),2,1,0.07368237097216385,44
1,(),3,0,X4,(),2,2,0.07047621515276237,44
1,(),3,0,X4,(),2,3,0.056658145312413644,44
1,(),3,0,X4,(),2,4,0.06435740436654636,44
1,(),3,0,X4,(),3,0,0.05858300024704394,44
1,(),3,0,X4,(),3,1,0.07197284607750215,44
1,(),3,0,X4,(),3,2,0.07398807433999616,44
1,(),3,0,X4,(),3,3,0.05976912112256777,44
1,(),3,0,X4,(),3,4,0.06406719847038383,44
1,(),3,0,X4,(),4,0,0.06577160504356577,44
1,(),3,0,X4,(),4,1,0.04849310376540561,44
1,(),3,0,X4,(),4,2,0.07567355887493205,44
1,(),3,0,X4,(),4,3,0.07220647621489518,44
1,(),3,0,X4,(),4,4,0.06608693176549024,44
1,(),4,0,X5,(),0,0,-0.0014072547927401202,44
1,(),4,0,X5,(),0,1,0.0009075703466333018,44
1,(),4,0,X5,(),0,2,0.0002273854553872523,44
1,(),4,0,X5,(),0,3,0.00021647941930280634,44
1,(),4,0,X5,(),0,4,-1.1581442659891472e-06,44
1,(),4,0,X5,(),1,0,0.0002774523219732927,44
1,(),4,0,X5,(),1,1,-5.899141701892763e-05,44
1,(),4,0,X5,(),1,2,0.0005009777559976669,44
1,(),4,0,X5,(),1,3,6.964507650275564e-05,44
1,(),4,0,X5,(),1,4,-0.00041333213593830465,44
1,(),4,0,X5,(),2,0,3.19153064276545e-06,44
1,(),4,0,X5,(),2,1,-1.464613498836087e-05,44
1,(),4,0,X5,(),2,2,0.00025080859571319225,44
1,(),4,0,X5,(),2,3,-8.638023128848538e-05,44
1,(),4,0,X5,(),2,4,5.920537419668026e-05,44
1,(),4,0,X5,(),3,0,0.0001664488153547139,44
1,(),4,0,X5,(),3,1,-8.217975858931803e-05,44
1,(),4,0,X5,(),3,2,-0.0002728023022996462,44
1,(),4,0,X5,(),3,3,-5.288793590602081e-05,44
1,(),4,0,X5,(),3,4,1.935124592405968e-05,44
1,(),4,0,X5,(),4,0,0.00024205350785022617,44
1,(),4,0,X5,(),4,1,4.497246311174763e-05,44
1,(),4,0,X5,(),4,2,0.0013479456316730642,44
1,(),4,0,X5,(),4,3,-0.0009693813939898877,44
1,(),4,0,X5,(),4,4,9.36834596066416e-05,44
1,(),5,0,X6,(),0,0,0.0015008554562490062,44
1,(),5,0,X6,(),0,1,0.0009540101348399221,44
1,(),5,0,X6,(),0,2,-8.458062137828293e-05,44
1,(),5,0,X6,(),0,3,-0.0007749986800565933,44
1,(),5,0,X6,(),0,4,0.001061596459658698,44
1,(),5,0,X6,(),1,0,-0.00021781816604904414,44
1,(),5,0,X6,(),1,1,9.603939056695987e-05,44
1,(),5,0,X6,(),1,2,0.00042932209168483615,44
1,(),5,0,X6,(),1,3,0.00019493609291126868,44
1,(),5,0,X6,(),1,4,-3.8870642595667526e-05,44
1,(),5,0,X6,(),2,0,0.0009417121910808568,44
1,(),5,0,X6,(),2,1,-6.675194084093672e-06,44
1,(),5,0,X6,(),2,2,3.808629405521735e-06,44
1,(),5,0,X6,(),2,3,0.00013708545226198687,44
1,(),5,0,X6,(),2,4,-0.0003340989427695895,44
1,(),5,0,X6,(),3,0,0.00031442414500304494,44
1,(),5,0,X6,(),3,1,0.0006461451930281914,44
1,(),5,0,X6,(),3,2,-0.0022749017201916244,44
1,(),5,0,X6,(),3,3,0.0016477995705087567,44
1,(),5,0,X6,(),3,4,-0.00032026051110367604,44
1,(),5,0,X6,(),4,0,0.00031708899265942003,44
1,(),5,0,X6,(),4,1,0.0008149730038120029,44
1,(),5,0,X6,(),4,2,0.0009425490470985065,44
1,(),5,0,X6,(),4,3,-5.346944987028035e-05,44
1,(),5,0,X6,(),4,4,-0.0006152349072514607,44
1,(),6,0,X7,(),0,0,9.86973016747772e-05,44
1,(),6,0,X7,(),0,1,1.6235616531745656e-05,44
1,(),6,0,X7,(),0,2,-0.00016809740696754893,44
1,(),6,0,X7,(),0,3,-0.001137318897920292,44
1,(),6,0,X7,(),0,4,-0.0001555715113606415,44
1,(),6,0,X7,(),1,0,-9.744672632039375e-05,44
1,(),6,0,X7,(),1,1,0.00012031391977340711,44
1,(),6,0,X7,(),1,2,-0.00010665020695077576,44
1,(),6,0,X7,(),1,3,1.8379420662628654e-05,44
1,(),6,0,X7,(),1,4,0.000822202801111005,44
1,(),6,0,X7,(),2,0,-0.0007383825165834246,44
1,(),6,0,X7,(),2,1,-0.0002424984829355603,44
1,(),6,0,X7,(),2,2,0.00026674871674253753,44
1,(),6,0,X7,(),2,3,-6.677445351432887e-06,44
1,(),6,0,X7,(),2,4,0.00024216598400861322,44
1,(),6,0,X7,(),3,0,0.00028347731412470267,44
1,(),6,0,X7,(),3,1,8.209374108780754e-06,44
1,(),6,0,X7,(),3,2,3.9141670587938826e-05,44
1,(),6,0,X7,(),3,3,-0.00021585367187459958,44
1,(),6,0,X7,(),3,4,3.3021383048670305e-05,44
1,(),6,0,X7,(),4,0,-7.938042574551218e-05,44
1,(),6,0,X7,(),4,1,-0.0003412330071865255,44
1,(),6,0,X7,(),4,2,0.0005550561886134009,44
1,(),6,0,X7,(),4,3,0.0001843654519898541,44
1,(),6,0,X7,(),4,4,-0.0003966493229830004,44
1,(),7,0,X8,(),0,0,3.524101954482939e-05,44
1,(),7,0,X8,(),0,1,-0.0006085204865688976,44
1,(),7,0,X8,(),0,2,-0.0001126924145925523,44
1,(),7,0,X8,(),0,3,5.591555921724556e-06,44
1,(),7,0,X8,(),0,4,5.804630877792594e-06,44
1,(),7,0,X8,(),1,0,-0.00022477412551463738,44
1,(),7,0,X8,(),1,1,-0.00034397608014802294,44
1,(),7,0,X8,(),1,2,-0.00017934867546737232,44
1,(),7,0,X8,(),1,3,0.0003083664650063156,44
1,(),7,0,X8,(),1,4,5.506197506832677e-06,44
1,(),7,0,X8,(),2,0,-9.26390276839717e-05,44
1,(),7,0,X8,(),2,1,-1.7843557162167123e-05,44
1,(),7,0,X8,(),2,2,-9.157081188648775e-06,44
1,(),7,0,X8,(),2,3,-0.00013463654970213845,44
1,(),7,0,X8,(),2,4,7.894743862757458e-06,44
1,(),7,0,X8,(),3,0,0.00010412164021822434,44
1,(),7,0,X8,(),3,1,4.545468158156929e-05,44
1,(),7,0,X8,(),3,2,-0.00011217565603305335,44
1,(),7,0,X8,(),3,3,2.0343605521777608e-05,44
1,(),7,0,X8,(),3,4,9.38493832634002e-05,44
1,(),7,0,X8,(),4,0,0.00010766562339459274,44
1,(),7,0,X8,(),4,1,-2.758360397397963e-05,44
1,(),7,0,X8,(),4,2,-8.051632315475565e-05,44
1,(),7,0,X8,(),4,3,-0.0006602997210019002,44
1,(),7,0,X8,(),4,4,-0.0002303336147886359,44
1,(),0,0,X1,(),0,0,0.043643822824599776,45
1,(),0,0,X1,(),0,1,0.0413385757535486,45
1,(),0,0,X1,(),0,2,0.01819373349784492,45
1,(),0,0,X1,(),0,3,0.0400485241166032,45
1,(),0,0,X1,(),0,4,0.03983914749795986,45
1,(),0,0,X1,(),1,0,0.043086764852539705,45
1,(),0,0,X1,(),1,1,0.04011462437008134,45
1,(),0,0,X1,(),1,2,0.030918964100200674,45
1,(),0,0,X1,(),1,3,0.033720137753093904,45
1,(),0,0,X1,(),1,4,0.03442887251799032,45
1,(),0,0,X1,(),2,0,0.0378154036279435,45
1,(),0,0,X1,(),2,1,0.03723010148537975,45
1,(),0,0,X1,(),2,2,0.02600871736826299,45
1,(),0,0,X1,(),2,3,0.03991451890820291,45
1,(),0,0,X1,(),2,4,0.03826348589548484,45
1,(),0,0,X1,(),3,0,0.03584140283209225,45
1,(),0,0,X1,(),3,1,0.0327476920199028,45
1,(),0,0,X1,(),3,2,0.030747177168066964,45
1,(),0,0,X1,(),3,3,0.04043363472677569,45
1,(),0,0,X1,(),3,4,0.04475614278636425,45
1,(),0,0,X1,(),4,0,0.029390620088004693,45
1,(),0,0,X1,(),4,1,0.05237274192659036,45
1,(),0,0,X1,(),4,2,0.04149392595511614,45
1,(),0,0,X1,(),4,3,0.042799022187443025,45
1,(),0,0,X1,(),4,4,0.028697692633836702,45
1,(),1,0,X2,(),0,0,0.0434472643504068,45
1,(),1,0,X2,(),0,1,0.0532533642403315,45
1,(),1,0,X2,(),0,2,0.02483427931439547,45
1,(),1,0,X2,(),0,3,0.03949979666582076,45
1,(),1,0,X2,(),0,4,0.03236738427790259,45
1,(),1,0,X2,(),1,0,0.03454275654173927,45
1,(),1,0,X2,(),1,1,0.039583504146012805,45
1,(),1,0,X2,(),1,2,0.04468151625617639,45
1,(),1,0,X2,(),1,3,0.03368846630573735,45
1,(),1,0,X2,(),1,4,0.03654536328829128,45
1,(),1,0,X2,(),2,0,0.04044878164087273,45
1,(),1,0,X2,(),2,1,0.039817057100376474,45
1,(),1,0,X2,(),2,2,0.031851024015440654,45
1,(),1,0,X2,(),2,3,0.03504320021770857,45
1,(),1,0,X2,(),2,4,0.036711017432693616,45
1,(),1,0,X2,(),3,0,0.03130786344591219,45
1,(),1,0,X2,(),3,1,0.030824444266137896,45
1,(),1,0,X2,(),3,2,0.04745884189852845,45
1,(),1,0,X2,(),3,3,0.03736571622353896,45
1,(),1,0,X2,(),3,4,0.04941701457388192,45
1,(),1,0,X2,(),4,0,0.042406496396644455,45
1,(),1,0,X2,(),4,1,0.040675502548133846,45
1,(),1,0,X2,(),4,2,0.03628024540561764,45
1,(),1,0,X2,(),4,3,0.041884200192442156,45
1,(),1,0,X2,(),4,4,0.03200468833912279,45
1,(),2,0,X3,(),0,0,0.05749591142026489,45
1,(),2,0,X3,(),0,1,0.04855702396327671,45
1,(),2,0,X3,(),0,2,0.06335798641689266,45
1,(),2,0,X3,(),0,3,0.06324918493596271,45
1,(),2,0,X3,(),0,4,0.05048545743609162,45
1,(),2,0,X3,(),1,0,0.06158273897233962,45
1,(),2,0,X3,(),1,1,0.06932646947909027,45
1,(),2,0,X3,(),1,2,0.05507996658087261,45
1,(),2,0,X3,(),1,3,0.04743247839699538,45
1,(),2,0,X3,(),1,4,0.07009462356986118,45
1,(),2,0,X3,(),2,0,0.05574748769272625,45
1,(),2,0,X3,(),2,1,0.050201709690962826,45
1,(),2,0,X3,(),2,2,0.05912070182571999,45
1,(),2,0,X3,(),2,3,0.0468574563636352,45
1,(),2,0,X3,(),2,4,0.0606969249283954,45
1,(),2,0,X3,(),3,0,0.05699473472334421,45
1,(),2,0,X3,(),3,1,0.05869763734950195,45
1,(),2,0,X3,(),3,2,0.055453379057924135,45
1,(),2,0,X3,(),3,3,0.06161677323984893,45
1,(),2,0,X3,(),3,4,0.05671868266948199,45
1,(),2,0,X3,(),4,0,0.04602752072862776,45
1,(),2,0,X3,(),4,1,0.05177211081396077,45
1,(),2,0,X3,(),4,2,0.05485551733357508,45
1,(),2,0,X3,(),4,3,0.06274787413726923,45
1,(),2,0,X3,(),4,4,0.054540043152113304,45
1,(),3,0,X4,(),0,0,0.057997012899221045,45
1,(),3,0,X4,(),0,1,0.047300292238752484,45
1,(),3,0,X4,(),0,2,0.06071160194307185,45
1,(),3,0,X4,(),0,3,0.06307909879654611,45
1,(),3,0,X4,(),0,4,0.04901826142279042,45
1,(),3,0,X4,(),1,0,0.05963360061696665,45
1,(),3,0,X4,(),1,1,0.06777012526418175,45
1,(),3,0,X4,(),1,2,0.05516302451592736,45
1,(),3,0,X4,(),1,3,0.04554036258055777,45
1,(),3,0,X4,(),1,4,0.06880898495442045,45
1,(),3,0,X4,(),2,0,0.05462989668518753,45
1,(),3,0,X4,(),2,1,0.04852463379531885,45
1,(),3,0,X4,(),2,2,0.057332909860363435,45
1,(),3,0,X4,(),2,3,0.04572789544841799,45
1,(),3,0,X4,(),2,4,0.059441438305540606,45
1,(),3,0,X4,(),3,0,0.054491549814607354,45
1,(),3,0,X4,(),3,1,0.057294550846351155,45
1,(),3,0,X4,(),3,2,0.05383751835646189,45
1,(),3,0,X4,(),3,3,0.061501770711875126,45
1,(),3,0,X4,(),3,4,0.05384420805511547,45
1,(),3,0,X4,(),4,0,0.045817216302306396,45
1,(),3,0,X4,(),4,1,0.04898599501848783,45
1,(),3,0,X4,(),4,2,0.054111607878593204,45
1,(),3,0,X4,(),4,3,0.06362179692151393,45
1,(),3,0,X4,(),4,4,0.05285461010943027,45
1,(),4,0,X5,(),0,0,0.00036072769101180846,45
1,(),4,0,X5,(),0,1,0.0009700116925394076,45
1,(),4,0,X5,(),0,2,0.00010965410457430824,45
1,(),4,0,X5,(),0,3,0.0007040636207421014,45
1,(),4,0,X5,(),0,4,0.0001741092960882984,45
1,(),4,0,X5,(),1,0,-5.126299035307369e-05,45
1,(),4,0,X5,(),1,1,2.97802316193696e-05,45
1,(),4,0,X5,(),1,2,0.0007065879293175481,45
1,(),4,0,X5,(),1,3,0.00011814931352616131,45
1,(),4,0,X5,(),1,4,0.00010341525487089775,45
1,(),4,0,X5,(),2,0,5.0864321195165374e-05,45
1,(),4,0,X5,(),2,1,-0.0005109010584560814,45
1,(),4,0,X5,(),2,2,1.6665615760080854e-05,45
1,(),4,0,X5,(),2,3,-0.00010030516231224196,45
1,(),4,0,X5,(),2,4,-0.0004342318194914263,45
1,(),4,0,X5,(),3,0,-0.0001941547256809617,45
1,(),4,0,X5,(),3,1,0.0007313875146839899,45
1,(),4,0,X5,(),3,2,-1.7885643638027027e-05,45
1,(),4,0,X5,(),3,3,-0.0007787426587188007,45
1,(),4,0,X5,(),3,4,0.0012025769189706326,45
1,(),4,0,X5,(),4,0,0.0007896509859073864,45
1,(),4,0,X5,(),4,1,0.00013012749091151354,45
1,(),4,0,X5,(),4,2,-0.00012728992827959473,45
1,(),4,0,X5,(),4,3,-0.00015368410225657936,45
1,(),4,0,X5,(),4,4,-0.0006808760267648095,45
1,(),5,0,X6,(),0,0,0.0005894645944266586,45
1,(),5,0,X6,(),0,1,0.00023151360288187206,45
1,(),5,0,X6,(),0,2,0.0004951729869783206,45
1,(),5,0,X6,(),0,3,0.0002242043319363174,45
1,(),5,0,X6,(),0,4,-8.198457784880375e-07,45
1,(),5,0,X6,(),1,0,0.0002440378412055244,45
1,(),5,0,X6,(),1,1,0.00014335812269850035,45
1,(),5,0,X6,(),1,2,-0.0006096684673077002,45
1,(),5,0,X6,(),1,3,-0.0004288791375593459,45
1,(),5,0,X6,(),1,4,-0.0005919972591443834,45
1,(),5,0,X6,(),2,0,0.0009148859869817505,45
1,(),5,0,X6,(),2,1,-0.0006074419734146685,45
1,(),5,0,X6,(),2,2,-6.475129515903788e-06,45
1,(),5,0,X6,(),2,3,0.00018651506903555326,45
1,(),5,0,X6,(),2,4,0.00016816538162345296,45
1,(),5,0,X6,(),3,0,5.7764744493371545e-05,45
1,(),5,0,X6,(),3,1,0.0004253416124384568,45
1,(),5,0,X6,(),3,2,0.00016011381991665186,45
1,(),5,0,X6,(),3,3,-0.0011153904059079123,45
1,(),5,0,X6,(),3,4,0.0003737482914323298,45
1,(),5,0,X6,(),4,0,-0.0004859104805947645,45
1,(),5,0,X6,(),4,1,-0.00045975353362659455,45
1,(),5,0,X6,(),4,2,-3.9569622313273545e-05,45
1,(),5,0,X6,(),4,3,-1.7666868338095387e-05,45
1,(),5,0,X6,(),4,4,5.996675997987921e-07,45
1,(),6,0,X7,(),0,0,0.00016271360380115674,45
1,(),6,0,X7,(),0,1,-3.889073497131967e-06,45
1,(),6,0,X7,(),0,2,-2.8090268080038783e-05,45
1,(),6,0,X7,(),0,3,0.0004256045007068332,45
1,(),6,0,X7,(),0,4,3.516867197361773e-05,45
1,(),6,0,X7,(),1,0,-0.00016850011861890835,45
1,(),6,0,X7,(),1,1,-0.0008335613290680888,45
1,(),6,0,X7,(),1,2,-2.2940614591182573e-05,45
1,(),6,0,X7,(),1,3,-2.037459443737788e-05,45
1,(),6,0,X7,(),1,4,4.348003470544537e-05,45
1,(),6,0,X7,(),2,0,-0.000172991904397235,45
1,(),6,0,X7,(),2,1,0.00013658547059580695,45
1,(),6,0,X7,(),2,2,-0.00016904948353124727,45
1,(),6,0,X7,(),2,3,0.00011656224417389005,45
1,(),6,0,X7,(),2,4,0.00010636055073393047,45
1,(),6,0,X7,(),3,0,7.017080398152853e-05,45
1,(),6,0,X7,(),3,1,0.00020785669308731602,45
1,(),6,0,X7,(),3,2,-8.133000164478599e-05,45
1,(),6,0,X7,(),3,3,-8.76829042124605e-05,45
1,(),6,0,X7,(),3,4,-5.3120086835445335e-05,45
1,(),6,0,X7,(),4,0,0.0010239834094726286,45
1,(),6,0,X7,(),4,1,1.781844023718282e-05,45
1,(),6,0,X7,(),4,2,0.0003822836956726139,45
1,(),6,0,X7,(),4,3,2.4807664315229516e-05,45
1,(),6,0,X7,(),4,4,-7.455952247825692e-05,45
1,(),7,0,X8,(),0,0,-9.906484129429405e-05,45
1,(),7,0,X8,(),0,1,-2.5434402662116717e-05,45
1,(),7,0,X8,(),0,2,0.0001523488362125125,45
1,(),7,0,X8,(),0,3,-0.00024430135215691706,45
1,(),7,0,X8,(),0,4,-1.96451156686539e-06,45
1,(),7,0,X8,(),1,0,0.00015713852463283828,45
1,(),7,0,X8,(),1,1,-3.459537850891703e-05,45
1,(),7,0,X8,(),1,2,-0.0003537263361725884,45
1,(),7,0,X8,(),1,3,-0.0008136735686643526,45
1,(),7,0,X8,(),1,4,-0.00010483133040817272,45
1,(),7,0,X8,(),2,0,-0.0004798314157060668,45
1,(),7,0,X8,(),2,1,0.0003276506454608086,45
1,(),7,0,X8,(),2,2,-8.155105869711576e-06,45
1,(),7,0,X8,(),2,3,-5.3054534638996564e-05,45
1,(),7,0,X8,(),2,4,-0.0001875927254830767,45
1,(),7,0,X8,(),3,0,0.00015195294866654496,45
1,(),7,0,X8,(),3,1,-0.00043943882815156154,45
1,(),7,0,X8,(),3,2,2.748027902121919e-05,45
1,(),7,0,X8,(),3,3,4.599521067538692e-05,45
1,(),7,0,X8,(),3,4,-0.0001622793126535016,45
1,(),7,0,X8,(),4,0,0.00034985827640732214,45
1,(),7,0,X8,(),4,1,-4.275465981307125e-05,45
1,(),7,0,X8,(),4,2,4.9690987364514605e-05,45
1,(),7,0,X8,(),4,3,-0.0007407428338089828,45
1,(),7,0,X8,(),4,4,0.0008274682227353836,45
1,(),0,0,X1,(),0,0,0.03453117161955749,46
1,(),0,0,X1,(),0,1,0.032694920250603166,46
1,(),0,0,X1,(),0,2,0.025018092148559545,46
1,(),0,0,X1,(),0,3,0.04418664534919742,46
1,(),0,0,X1,(),0,4,0.034288381011533364,46
1,(),0,0,X1,(),1,0,0.0457401435248741,46
1,(),0,0,X1,(),1,1,0.028353558624200526,46
1,(),0,0,X1,(),1,2,0.03500393729756768,46
1,(),0,0,X1,(),1,3,0.0292063645969336,46
1,(),0,0,X1,(),1,4,0.03374635232617468,46
1,(),0,0,X1,(),2,0,0.043728096052681464,46
1,(),0,0,X1,(),2,1,0.040870316318395605,46
1,(),0,0,X1,(),2,2,0.032801872464554294,46
1,(),0,0,X1,(),2,3,0.034893786795633486,46
1,(),0,0,X1,(),2,4,0.025008665309857514,46
1,(),0,0,X1,(),3,0,0.03368914240510068,46
1,(),0,0,X1,(),3,1,0.03459864555100062,46
1,(),0,0,X1,(),3,2,0.04364348945529711,46
1,(),0,0,X1,(),3,3,0.021099888018364876,46
1,(),0,0,X1,(),3,4,0.03892579985759431,46
1,(),0,0,X1,(),4,0,0.036375863011922194,46
1,(),0,0,X1,(),4,1,0.03255049399048715,46
1,(),0,0,X1,(),4,2,0.04048805283174711,46
1,(),0,0,X1,(),4,3,0.027658786557146264,46
1,(),0,0,X1,(),4,4,0.02750741615557689,46
1,(),1,0,X2,(),0,0,0.03940874619847268,46
1,(),1,0,X2,(),0,1,0.03505459490279289,46
1,(),1,0,X2,(),0,2,0.019101953213409184,46
1,(),1,0,X2,(),0,3,0.03290727821298606,46
1,(),1,0,X2,(),0,4,0.04072910487071174,46
1,(),1,0,X2,(),1,0,0.033531166858040806,46
1,(),1,0,X2,(),1,1,0.03978095309341306,46
1,(),1,0,X2,(),1,2,0.030895828288903693,46
1,(),1,0,X2,(),1,3,0.03484409317088605,46
1,(),1,0,X2,(),1,4,0.0254018741342521,46
1,(),1,0,X2,(),2,0,0.033193253527423416,46
1,(),1,0,X2,(),2,1,0.0317598540564325,46
1,(),1,0,X2,(),2,2,0.030321487849073014,46
1,(),1,0,X2,(),2,3,0.034155602184081424,46
1,(),1,0,X2,(),2,4,0.034391134820245695,46
1,(),1,0,X2,(),3,0,0.029233676629922045,46
1,(),1,0,X2,(),3,1,0.029485849689581456,46
1,(),1,0,X2,(),3,2,0.03562646471487241,46
1,(),1,0,X2,(),3,3,0.018896980615402903,46
1,(),1,0,X2,(),3,4,0.039290287234016896,46
1,(),1,0,X2,(),4,0,0.03487709150711138,46
1,(),1,0,X2,(),4,1,0.024956411800785394,46
1,(),1,0,X2,(),4,2,0.041370356538238784,46
1,(),1,0,X2,(),4,3,0.025791472257113035,46
1,(),1,0,X2,(),4,4,0.03240724729235833,46
1,(),2,0,X3,(),0,0,0.047489355847427916,46
1,(),2,0,X3,(),0,1,0.06401670376767887,46
1,(),2,0,X3,(),0,2,0.05544449730432133,46
1,(),2,0,X3,(),0,3,0.037140084741980384,46
1,(),2,0,X3,(),0,4,0.04408918954593272,46
1,(),2,0,X3,(),1,0,0.04980559997678474,46
1,(),2,0,X3,(),1,1,0.05573972187988957,46
1,(),2,0,X3,(),1,2,0.053138401959197334,46
1,(),2,0,X3,(),1,3,0.05003343802306959,46
1,(),2,0,X3,(),1,4,0.039139994834962555,46
1,(),2,0,X3,(),2,0,0.0490163388696187,46
1,(),2,0,X3,(),2,1,0.04818614979953423,46
1,(),2,0,X3,(),2,2,0.05518931439382818,46
1,(),2,0,X3,(),2,3,0.04950411874625965,46
1,(),2,0,X3,(),2,4,0.04874984753488676,46
1,(),2,0,X3,(),3,0,0.04563261142443836,46
1,(),2,0,X3,(),3,1,0.04537862976139223,46
1,(),2,0,X3,(),3,2,0.056443174246466554,46
1,(),2,0,X3,(),3,3,0.04772621374008601,46
1,(),2,0,X3,(),3,4,0.05420918920625267,46
1,(),2,0,X3,(),4,0,0.04551919949675787,46
1,(),2,0,X3,(),4,1,0.05037494007547144,46
1,(),2,0,X3,(),4,2,0.047291532754383414,46
1,(),2,0,X3,(),4,3,0.061800991744938416,46
1,(),2,0,X3,(),4,4,0.05207754293677541,46
1,(),3,0,X4,(),0,0,0.04684693273113005,46
1,(),3,0,X4,(),0,1,0.0642472266940654,46
1,(),3,0,X4,(),0,2,0.0554361353741053,46
1,(),3,0,X4,(),0,3,0.036446652634735455,46
1,(),3,0,X4,(),0,4,0.04359619942350762,46
1,(),3,0,X4,(),1,0,0.05018603651481385,46
1,(),3,0,X4,(),1,1,0.05688928173553509,46
1,(),3,0,X4,(),1,2,0.05216610784504394,46
1,(),3,0,X4,(),1,3,0.04847038716088836,46
1,(),3,0,X4,(),1,4,0.03726976662706222,46
1,(),3,0,X4,(),2,0,0.04855233068654646,46
1,(),3,0,X4,(),2,1,0.047459573165153424,46
1,(),3,0,X4,(),2,2,0.05357462060596779,46
1,(),3,0,X4,(),2,3,0.04911029322718641,46
1,(),3,0,X4,(),2,4,0.04854278385145683,46
1,(),3,0,X4,(),3,0,0.04488416225008951,46
1,(),3,0,X4,(),3,1,0.04539904916273013,46
1,(),3,0,X4,(),3,2,0.05577125096607349,46
1,(),3,0,X4,(),3,3,0.04721663602984266,46
1,(),3,0,X4,(),3,4,0.05383804220887556,46
1,(),3,0,X4,(),4,0,0.04336516587671946,46
1,(),3,0,X4,(),4,1,0.051375388224563334,46
1,(),3,0,X4,(),4,2,0.0461626892525791,46
1,(),3,0,X4,(),4,3,0.06063411404748231,46
1,(),3,0,X4,(),4,4,0.05211124696507341,46
1,(),4,0,X5,(),0,0,-0.0004712548990936094,46
1,(),4,0,X5,(),0,1,4.8885775592144576e-05,46
1,(),4,0,X5,(),0,2,-0.0011847609919332647,46
1,(),4,0,X5,(),0,3,1.9903645859242758e-05,46
1,(),4,0,X5,(),0,4,-1.3281375593643396e-05,46
1,(),4,0,X5,(),1,0,-0.001043780574693176,46
1,(),4,0,X5,(),1,1,1.8513046290968838e-06,46
1,(),4,0,X5,(),1,2,0.0003084130498086646,46
1,(),4,0,X5,(),1,3,-0.0005433160751184829,46
1,(),4,0,X5,(),1,4,5.261756075369828e-05,46
1,(),4,0,X5,(),2,0,-9.831943262955667e-05,46
1,(),4,0,X5,(),2,1,-0.0001285683077926203,46
1,(),4,0,X5,(),2,2,0.0014535088773173221,46
1,(),4,0,X5,(),2,3,-3.567926574005176e-05,46
1,(),4,0,X5,(),2,4,-0.00016604237682404932,46
1,(),4,0,X5,(),3,0,-0.000254244557523986,46
1,(),4,0,X5,(),3,1,-0.00017362308008272986,46
1,(),4,0,X5,(),3,2,9.604705550336767e-06,46
1,(),4,0,X5,(),3,3,0.00035327655104089306,46
1,(),4,0,X5,(),3,4,-0.0009693808531415216,46
1,(),4,0,X5,(),4,0,7.840838087758151e-05,46
1,(),4,0,X5,(),4,1,2.154397229225946e-06,46
1,(),4,0,X5,(),4,2,-7.570695641462288e-05,46
1,(),4,0,X5,(),4,3,4.971835694733695e-05,46
1,(),4,0,X5,(),4,4,-0.00020266126204476764,46
1,(),5,0,X6,(),0,0,-0.00021908976340850872,46
1,(),5,0,X6,(),0,1,0.0010203392237786435,46
1,(),5,0,X6,(),0,2,-0.0005838314611691375,46
1,(),5,0,X6,(),0,3,-6.581802689858973e-05,46
1,(),5,0,X6,(),0,4,-0.0006651325268597907,46
1,(),5,0,X6,(),1,0,-3.5701142448940626e-05,46
1,(),5,0,X6,(),1,1,-0.00035417304839929775,46
1,(),5,0,X6,(),1,2,0.0016278969800850862,46
1,(),5,0,X6,(),1,3,-2.7733845887778497e-05,46
1,(),5,0,X6,(),1,4,0.0005284844762622476,46
1,(),5,0,X6,(),2,0,0.0001958740531922687,46
1,(),5,0,X6,(),2,1,0.0006618718062206819,46
1,(),5,0,X6,(),2,2,4.392165380917579e-05,46
1,(),5,0,X6,(),2,3,0.00032058735273926553,46
1,(),5,0,X6,(),2,4,-0.0008484825321222189,46
1,(),5,0,X6,(),3,0,0.0002659654482876639,46
1,(),5,0,X6,(),3,1,0.0008842430558483327,46
1,(),5,0,X6,(),3,2,-0.0002887951477591466,46
1,(),5,0,X6,(),3,3,0.00019742253734983395,46
1,(),5,0,X6,(),3,4,-0.0005258892632190593,46
1,(),5,0,X6,(),4,0,-0.0011615542643160781,46
1,(),5,0,X6,(),4,1,0.0011343011525267177,46
1,(),5,0,X6,(),4,2,-7.332797581227624e-05,46
1,(),5,0,X6,(),4,3,9.72960962518643e-05,46
1,(),5,0,X6,(),4,4,-0.00022874602677125377,46
1,(),6,0,X7,(),0,0,0.00074224464813194,46
1,(),6,0,X7,(),0,1,-9.46245291922887e-05,46
1,(),6,0,X7,(),0,2,-1.7748996662181327e-05,46
1,(),6,0,X7,(),0,3,0.0004321862234932805,46
1,(),6,0,X7,(),0,4,2.3650613283354716e-05,46
1,(),6,0,X7,(),1,0,-8.869666018140876e-05,46
1,(),6,0,X7,(),1,1,0.00018153255555325432,46
1,(),6,0,X7,(),1,2,0.000668240953986321,46
1,(),6,0,X7,(),1,3,0.0002303536846141041,46
