experiment,claim,seed_ix,seed,n,order,estimator,loss,target_feature,context_features,repeat,fold,delta,protocol,calibrated,context_feature
xor3,xor3_order2_zero,6,48,4096,2,dt,rmse,X3,"('X1',)",3,0,-0.009300478088332564,,,
xor3,xor3_order2_zero,6,48,4096,2,dt,rmse,X3,"('X1',)",3,1,-0.02954685679386393,,,
xor3,xor3_order2_zero,6,48,4096,2,dt,rmse,X3,"('X1',)",3,2,-0.01026721158096866,,,
xor3,xor3_order2_zero,6,48,4096,2,dt,rmse,X3,"('X1',)",3,3,0.002549979187437268,,,
xor3,xor3_order2_zero,6,48,4096,2,dt,rmse,X3,"('X1',)",3,4,-0.0017537316512783452,,,
xor3,xor3_order2_zero,6,48,4096,2,dt,rmse,X3,"('X1',)",4,0,-0.007912052270572012,,,
xor3,xor3_order2_zero,6,48,4096,2,dt,rmse,X3,"('X1',)",4,1,-0.005183469776487981,,,
xor3,xor3_order2_zero,6,48,4096,2,dt,rmse,X3,"('X1',)",4,2,0.018869693075701077,,,
xor3,xor3_order2_zero,6,48,4096,2,dt,rmse,X3,"('X1',)",4,3,-0.0008530257632147764,,,
xor3,xor3_order2_zero,6,48,4096,2,dt,rmse,X3,"('X1',)",4,4,-0.02570237517699736,,,
xor3,xor3_order2_zero,6,48,4096,2,dt,rmse,X3,"('X2',)",0,0,0.013747648103900723,,,
xor3,xor3_order2_zero,6,48,4096,2,dt,rmse,X3,"('X2',)",0,1,0.006945376999591524,,,
xor3,xor3_order2_zero,6,48,4096,2,dt,rmse,X3,"('X2',)",0,2,-0.012169751385437744,,,
xor3,xor3_order2_zero,6,48,4096,2,dt,rmse,X3,"('X2',)",0,3,0.011279502029297284,,,
xor3,xor3_order2_zero,6,48,4096,2,dt,rmse,X3,"('X2',)",0,4,-0.0025682808257360135,,,
xor3,xor3_order2_zero,6,48,4096,2,dt,rmse,X3,"('X2',)",1,0,-0.012177411201156452,,,
xor3,xor3_order2_zero,6,48,4096,2,dt,rmse,X3,"('X2',)",1,1,-0.008566220139458292,,,
xor3,xor3_order2_zero,6,48,4096,2,dt,rmse,X3,"('X2',)",1,2,0.006869465358388838,,,
xor3,xor3_order2_zero,6,48,4096,2,dt,rmse,X3,"('X2',)",1,3,-0.008768825174858885,,,
xor3,xor3_order2_zero,6,48,4096,2,dt,rmse,X3,"('X2',)",1,4,0.009394688490037773,,,
xor3,xor3_order2_zero,6,48,4096,2,dt,rmse,X3,"('X2',)",2,0,0.02302062458252563,,,
xor3,xor3_order2_zero,6,48,4096,2,dt,rmse,X3,"('X2',)",2,1,0.03114628203750014,,,
xor3,xor3_order2_zero,6,48,4096,2,dt,rmse,X3,"('X2',)",2,2,-0.01817689059976879,,,
xor3,xor3_order2_zero,6,48,4096,2,dt,rmse,X3,"('X2',)",2,3,0.0025682808257360135,,,
xor3,xor3_order2_zero,6,48,4096,2,dt,rmse,X3,"('X2',)",2,4,-0.003494293708826257,,,
xor3,xor3_order2_zero,6,48,4096,2,dt,rmse,X3,"('X2',)",3,0,-0.007010731312206975,,,
xor3,xor3_order2_zero,6,48,4096,2,dt,rmse,X3,"('X2',)",3,1,-0.016778291813409174,,,
xor3,xor3_order2_zero,6,48,4096,2,dt,rmse,X3,"('X2',)",3,2,0.023604534667397536,,,
xor3,xor3_order2_zero,6,48,4096,2,dt,rmse,X3,"('X2',)",3,3,-0.00614198466526672,,,
xor3,xor3_order2_zero,6,48,4096,2,dt,rmse,X3,"('X2',)",3,4,-0.014732296131560352,,,
xor3,xor3_order2_zero,6,48,4096,2,dt,rmse,X3,"('X2',)",4,0,0.02780401867044968,,,
xor3,xor3_order2_zero,6,48,4096,2,dt,rmse,X3,"('X2',)",4,1,0.010972573163770094,,,
xor3,xor3_order2_zero,6,48,4096,2,dt,rmse,X3,"('X2',)",4,2,0.006021684888599554,,,
xor3,xor3_order2_zero,6,48,4096,2,dt,rmse,X3,"('X2',)",4,3,0.027136745453006483,,,
xor3,xor3_order2_zero,6,48,4096,2,dt,rmse,X3,"('X2',)",4,4,0.013908447116294687,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X3,"('X1', 'X2')",0,0,0.6193634997944443,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X3,"('X1', 'X2')",0,1,0.6010746356712982,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X3,"('X1', 'X2')",0,2,0.5651737195902143,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X3,"('X1', 'X2')",0,3,0.6228118155720133,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X3,"('X1', 'X2')",0,4,0.498564428930961,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X3,"('X1', 'X2')",1,0,0.5729846818284423,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X3,"('X1', 'X2')",1,1,0.6245300770940343,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X3,"('X1', 'X2')",1,2,0.6098921155999485,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X3,"('X1', 'X2')",1,3,0.6521721821841143,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X3,"('X1', 'X2')",1,4,0.6174533614435924,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X3,"('X1', 'X2')",2,0,0.5242886533139169,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X3,"('X1', 'X2')",2,1,0.5763400379433392,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X3,"('X1', 'X2')",2,2,0.629403800125552,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X3,"('X1', 'X2')",2,3,0.6184863742027396,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X3,"('X1', 'X2')",2,4,0.6316306744626594,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X3,"('X1', 'X2')",3,0,0.5835433797099875,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X3,"('X1', 'X2')",3,1,0.6210828617090163,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X3,"('X1', 'X2')",3,2,0.5686293531964366,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X3,"('X1', 'X2')",3,3,0.6530171887201514,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X3,"('X1', 'X2')",3,4,0.5828086473824868,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X3,"('X1', 'X2')",4,0,0.5198188527846334,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X3,"('X1', 'X2')",4,1,0.6001165474809449,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X3,"('X1', 'X2')",4,2,0.4834773498211796,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X3,"('X1', 'X2')",4,3,0.5027768053693731,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X3,"('X1', 'X2')",4,4,0.5328942757005569,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X2,"('X1', 'X3')",0,0,0.6202598078141043,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X2,"('X1', 'X3')",0,1,0.5742378639954946,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X2,"('X1', 'X3')",0,2,0.5805935396933829,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X2,"('X1', 'X3')",0,3,0.6181336426773372,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X2,"('X1', 'X3')",0,4,0.5414547799157513,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X2,"('X1', 'X3')",1,0,0.555277807873344,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X2,"('X1', 'X3')",1,1,0.6452877724186596,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X2,"('X1', 'X3')",1,2,0.6064065251104074,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X2,"('X1', 'X3')",1,3,0.6547390950093378,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X2,"('X1', 'X3')",1,4,0.5803386641464021,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X2,"('X1', 'X3')",2,0,0.5691521513936204,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X2,"('X1', 'X3')",2,1,0.5453454661463462,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X2,"('X1', 'X3')",2,2,0.6413823255965053,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X2,"('X1', 'X3')",2,3,0.627960638972427,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X2,"('X1', 'X3')",2,4,0.6296078052613707,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X2,"('X1', 'X3')",3,0,0.5818102527169006,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X2,"('X1', 'X3')",3,1,0.6081514880210152,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X2,"('X1', 'X3')",3,2,0.5887727739941319,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X2,"('X1', 'X3')",3,3,0.6504791954748441,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X2,"('X1', 'X3')",3,4,0.5608979228837296,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X2,"('X1', 'X3')",4,0,0.5300790101036508,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X2,"('X1', 'X3')",4,1,0.5887668458063746,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X2,"('X1', 'X3')",4,2,0.46706875894295397,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X2,"('X1', 'X3')",4,3,0.5382379163469335,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X2,"('X1', 'X3')",4,4,0.5347622327920966,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X1,"('X2', 'X3')",0,0,0.6238333003237279,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X1,"('X2', 'X3')",0,1,0.5870042118781693,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X1,"('X2', 'X3')",0,2,0.5477229027066871,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X1,"('X2', 'X3')",0,3,0.5965202531436352,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X1,"('X2', 'X3')",0,4,0.5363117759714446,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X1,"('X2', 'X3')",1,0,0.5863506292159573,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X1,"('X2', 'X3')",1,1,0.6210828617090163,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X1,"('X2', 'X3')",1,2,0.6087050963938211,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X1,"('X2', 'X3')",1,3,0.6581451230734474,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X1,"('X2', 'X3')",1,4,0.5925084155318399,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X1,"('X2', 'X3')",2,0,0.5334708974088911,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X1,"('X2', 'X3')",2,1,0.5686236748485373,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X1,"('X2', 'X3')",2,2,0.632846829405715,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X1,"('X2', 'X3')",2,3,0.6150094222230373,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X1,"('X2', 'X3')",2,4,0.6193529326509541,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X1,"('X2', 'X3')",3,0,0.5932174995192434,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X1,"('X2', 'X3')",3,1,0.6090223417079969,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X1,"('X2', 'X3')",3,2,0.5640774016726118,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X1,"('X2', 'X3')",3,3,0.6464553627858102,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X1,"('X2', 'X3')",3,4,0.5802372778033416,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X1,"('X2', 'X3')",4,0,0.5324822250674859,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X1,"('X2', 'X3')",4,1,0.582577853604002,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X1,"('X2', 'X3')",4,2,0.466218049606384,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X1,"('X2', 'X3')",4,3,0.4968987329981691,,,
xor3,xor3_order3_signal,6,48,4096,3,dt,rmse,X1,"('X2', 'X3')",4,4,0.5453655518499295,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X1,(),0,0,0.014510643296171799,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X1,(),0,1,0.030516416445267813,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X1,(),0,2,0.0034430292801630458,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X1,(),0,3,-0.01632572803617438,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X1,(),0,4,-0.012124810080852089,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X1,(),1,0,-0.01735396297088021,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X1,(),1,1,-0.024712252218164643,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X1,(),1,2,-0.028121768379986256,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X1,(),1,3,0.009328052999341363,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X1,(),1,4,-0.0034514167958701325,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X1,(),2,0,-0.01814354799178597,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X1,(),2,1,-0.0008591922992474688,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X1,(),2,2,-0.018154621259824366,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X1,(),2,3,0.013128780316628563,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X1,(),2,4,-0.011921476606148285,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X1,(),3,0,0.006832346693455671,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X1,(),3,1,-0.01806635561510772,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X1,(),3,2,-0.006080942473932649,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X1,(),3,3,-0.0034726567409351095,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X1,(),3,4,0.020438186894207844,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X1,(),4,0,0.008708802671810734,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X1,(),4,1,-0.005867251783630345,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X1,(),4,2,0.0034726567409351095,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X1,(),4,3,-0.0008612777220510237,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X1,(),4,4,-0.008660421756190084,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X2,(),0,0,0.01313726920123015,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X2,(),0,1,-0.017112806812438763,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X2,(),0,2,-0.023089810084451323,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X2,(),0,3,0.027616511901288,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X2,(),0,4,-0.0008581552524897784,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X2,(),1,0,0.04334871174173993,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X2,(),1,1,0.015764739089097146,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X2,(),1,2,-0.022818017809878466,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X2,(),1,3,-0.006836516572814477,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X2,(),1,4,-0.018664341665680206,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X2,(),2,0,-0.011163029928732526,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X2,(),2,1,0.02440275892291699,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X2,(),2,2,0.002559080925127244,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X2,(),2,3,-0.002615816597589471,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X2,(),2,4,0.009653011548778623,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X2,(),3,0,0.03458784886358779,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X2,(),3,1,0.012998927443351516,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X2,(),3,2,0.026802290936909112,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X2,(),3,3,0.0017152772043340647,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X2,(),3,4,-0.012245777154560988,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X2,(),4,0,-0.003523126201282367,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X2,(),4,1,-0.0017537316512783452,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X2,(),4,2,0.01471420464768558,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X2,(),4,3,0.0195748084901054,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X2,(),4,4,-0.01126561778160462,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X3,(),0,0,-0.018323922064078402,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X3,(),0,1,-0.03375881065669506,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X3,(),0,2,-0.0051583064844971105,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X3,(),0,3,-0.012065655669536768,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X3,(),0,4,-0.010316817123081301,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X3,(),1,0,0.02550332048805981,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X3,(),1,1,-0.024624249961036182,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X3,(),1,2,0.00855594198686871,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X3,(),1,3,0.007041667674039465,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X3,(),1,4,-0.013624688859529055,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X3,(),2,0,-0.016198639577957086,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X3,(),2,1,-0.04123365082988073,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X3,(),2,2,-0.015419820103168558,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X3,(),2,3,-0.0035388093734797232,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X3,(),2,4,-0.025795617485218858,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X3,(),3,0,-0.007746885910877688,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X3,(),3,1,-0.014898180640882441,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X3,(),3,2,-0.026113917796808717,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X3,(),3,3,-0.026736872575735204,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X3,(),3,4,0.02135348568368256,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X3,(),4,0,0.015264307930994092,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X3,(),4,1,-0.0025713695791452773,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X3,(),4,2,-0.026934830621548222,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X3,(),4,3,0.0,,,
xor3,xor3_order1_zero,7,49,4096,1,dt,rmse,X3,(),4,4,-0.004270239799018971,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X1,"('X2',)",0,0,-0.022450687126223445,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X1,"('X2',)",0,1,0.018961326653666566,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X1,"('X2',)",0,2,-0.008735877603623932,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X1,"('X2',)",0,3,-0.015589418083404638,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X1,"('X2',)",0,4,-0.021855605205216122,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X1,"('X2',)",1,0,-0.023103426510192815,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X1,"('X2',)",1,1,0.005301443301685027,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X1,"('X2',)",1,2,-0.012675583592616002,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X1,"('X2',)",1,3,0.0034430292801630458,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X1,"('X2',)",1,4,-0.012919699972064769,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X1,"('X2',)",2,0,-0.006966993632208096,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X1,"('X2',)",2,1,-0.0216932308243446,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X1,"('X2',)",2,2,-0.014467725679342625,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X1,"('X2',)",2,3,-0.018154621259824366,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X1,"('X2',)",2,4,-0.0008633784041024439,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X1,"('X2',)",3,0,0.020981522158714738,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X1,"('X2',)",3,1,-0.018624393536185502,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X1,"('X2',)",3,2,-0.018289480045855733,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X1,"('X2',)",3,3,0.00947426476968749,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X1,"('X2',)",3,4,-0.007650033991885463,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X1,"('X2',)",4,0,-0.007756316651531536,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X1,"('X2',)",4,1,-0.018199242109494196,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X1,"('X2',)",4,2,0.013178488235320307,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X1,"('X2',)",4,3,-0.012951216749389594,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X1,"('X2',)",4,4,-0.005999905794808025,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X1,"('X3',)",0,0,-0.0025980936239268226,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X1,"('X3',)",0,1,-0.008671081547751758,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X1,"('X3',)",0,2,-0.024649411131527854,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X1,"('X3',)",0,3,0.014898180640882441,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X1,"('X3',)",0,4,0.00875780126285619,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X1,"('X3',)",1,0,0.006958343923745058,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X1,"('X3',)",1,1,-0.0017091108016085155,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X1,"('X3',)",1,2,0.013112335602775693,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X1,"('X3',)",1,3,0.016227884290413774,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X1,"('X3',)",1,4,-0.022382410804192565,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X1,"('X3',)",2,0,-0.01987183260054326,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X1,"('X3',)",2,1,-0.0008730253969950752,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X1,"('X3',)",2,2,-0.003430561878392746,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X1,"('X3',)",2,3,0.0042300003694912824,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X1,"('X3',)",2,4,-0.02232825475396827,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X1,"('X3',)",3,0,-0.010424749224665741,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X1,"('X3',)",3,1,-0.02010677858247767,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X1,"('X3',)",3,2,-0.023371555420250933,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X1,"('X3',)",3,3,-0.014660327550998109,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X1,"('X3',)",3,4,0.011196957565946963,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X1,"('X3',)",4,0,-0.008665792689957041,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X1,"('X3',)",4,1,0.013756038491074207,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X1,"('X3',)",4,2,0.001703010428845908,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X1,"('X3',)",4,3,-0.0209943274831651,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X1,"('X3',)",4,4,-0.012154715465016341,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X2,"('X1',)",0,0,0.0008514911820812765,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X2,"('X1',)",0,1,0.006103619391349402,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X2,"('X1',)",0,2,-0.006181082627237822,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X2,"('X1',)",0,3,-0.01044404683727751,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X2,"('X1',)",0,4,-0.022021682399697373,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X2,"('X1',)",1,0,-0.02743277531954147,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X2,"('X1',)",1,1,-0.007916881109758522,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X2,"('X1',)",1,2,-0.03634052717955194,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X2,"('X1',)",1,3,-0.011421228661180338,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X2,"('X1',)",1,4,0.0059641266116450264,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X2,"('X1',)",2,0,0.011971219263825938,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X2,"('X1',)",2,1,-0.0008571219518442863,,,
xor3,xor3_order2_zero,7,49,4096,2,dt,rmse,X2,"('X1',)",2,2,0.010110802848417144,,,
