order,context_indices,target_idx,context_size,target_feature,context_features,repeat,fold,delta
2,"(5,)",0,1,X1,"('X6',)",0,1,-0.005127361750863257
2,"(5,)",0,1,X1,"('X6',)",0,2,0.029026146209451764
2,"(5,)",0,1,X1,"('X6',)",0,3,0.015647206792097634
2,"(5,)",0,1,X1,"('X6',)",0,4,0.04405366961458823
2,"(5,)",0,1,X1,"('X6',)",1,0,0.0017204608149017364
2,"(5,)",0,1,X1,"('X6',)",1,1,-0.021404716151592562
2,"(5,)",0,1,X1,"('X6',)",1,2,0.033681305113391624
2,"(5,)",0,1,X1,"('X6',)",1,3,0.01701916198816511
2,"(5,)",0,1,X1,"('X6',)",1,4,0.017112806812438763
2,"(5,)",0,1,X1,"('X6',)",2,0,0.023187128713141214
2,"(5,)",0,1,X1,"('X6',)",2,1,-0.013706338400714668
2,"(5,)",0,1,X1,"('X6',)",2,2,0.016567969208997946
2,"(5,)",0,1,X1,"('X6',)",2,3,0.003438858388595034
2,"(5,)",0,1,X1,"('X6',)",2,4,-0.011142924257079967
2,"(5,)",0,1,X1,"('X6',)",3,0,0.0060400165823873975
2,"(5,)",0,1,X1,"('X6',)",3,1,0.0034514167958701325
2,"(5,)",0,1,X1,"('X6',)",3,2,-0.0008730253969950752
2,"(5,)",0,1,X1,"('X6',)",3,3,-0.01365717320621651
2,"(5,)",0,1,X1,"('X6',)",3,4,0.0034641138034556818
2,"(5,)",0,1,X1,"('X6',)",4,0,0.002582260989929752
2,"(5,)",0,1,X1,"('X6',)",4,1,0.03114628203750014
2,"(5,)",0,1,X1,"('X6',)",4,2,0.0008550664990805146
2,"(5,)",0,1,X1,"('X6',)",4,3,-0.043946275755320285
2,"(5,)",0,1,X1,"('X6',)",4,4,-0.03165518279740698
2,"(6,)",0,1,X1,"('X7',)",0,0,0.03987790395551094
2,"(6,)",0,1,X1,"('X7',)",0,1,-0.006979933033821828
2,"(6,)",0,1,X1,"('X7',)",0,2,0.024252311749471844
2,"(6,)",0,1,X1,"('X7',)",0,3,0.013977830135178837
2,"(6,)",0,1,X1,"('X7',)",0,4,-0.0051396726800012615
2,"(6,)",0,1,X1,"('X7',)",1,0,-0.013969304467941424
2,"(6,)",0,1,X1,"('X7',)",1,1,0.0034347026183882967
2,"(6,)",0,1,X1,"('X7',)",1,2,0.0
2,"(6,)",0,1,X1,"('X7',)",1,3,-0.011335556881420739
2,"(6,)",0,1,X1,"('X7',)",1,4,0.02068543588821492
2,"(6,)",0,1,X1,"('X7',)",2,0,0.013764325169853153
2,"(6,)",0,1,X1,"('X7',)",2,1,0.011335556881420739
2,"(6,)",0,1,X1,"('X7',)",2,2,0.005164562936755268
2,"(6,)",0,1,X1,"('X7',)",2,3,-0.016567969208997946
2,"(6,)",0,1,X1,"('X7',)",2,4,0.0025807031361052557
2,"(6,)",0,1,X1,"('X7',)",3,0,-0.031089171409260485
2,"(6,)",0,1,X1,"('X7',)",3,1,0.010431111598907528
2,"(6,)",0,1,X1,"('X7',)",3,2,0.028389290744773144
2,"(6,)",0,1,X1,"('X7',)",3,3,-0.0017515270781914838
2,"(6,)",0,1,X1,"('X7',)",3,4,-0.0008898482559507315
2,"(6,)",0,1,X1,"('X7',)",4,0,-0.004303781024866282
2,"(6,)",0,1,X1,"('X7',)",4,1,-0.02345811158539657
