order,context_indices,target_idx,context_size,target_feature,ground_truth,context_features,repeat,fold,delta
2,"(5,)",1,1,a2,informative,"('a6',)",2,3,-0.006220152294265535
2,"(5,)",1,1,a2,informative,"('a6',)",2,4,-0.0018125321148527718
2,"(5,)",1,1,a2,informative,"('a6',)",3,0,0.0016087040054448831
2,"(5,)",1,1,a2,informative,"('a6',)",3,1,-0.008762647697588943
2,"(5,)",1,1,a2,informative,"('a6',)",3,2,0.006641064714998257
2,"(5,)",1,1,a2,informative,"('a6',)",3,3,0.014967593730046969
2,"(5,)",1,1,a2,informative,"('a6',)",3,4,0.0010290048460821488
2,"(5,)",1,1,a2,informative,"('a6',)",4,0,-0.0004515845431194432
2,"(5,)",1,1,a2,informative,"('a6',)",4,1,0.00331258486994801
2,"(5,)",1,1,a2,informative,"('a6',)",4,2,-0.008989773960105085
2,"(5,)",1,1,a2,informative,"('a6',)",4,3,0.007674653402343745
2,"(5,)",1,1,a2,informative,"('a6',)",4,4,0.009439413776065608
2,"(0,)",2,1,a3,noise,"('a1',)",0,0,-0.0047685443020930585
2,"(0,)",2,1,a3,noise,"('a1',)",0,1,0.0011153300057856752
2,"(0,)",2,1,a3,noise,"('a1',)",0,2,-0.008462954476904594
2,"(0,)",2,1,a3,noise,"('a1',)",0,3,-0.001680263524160397
2,"(0,)",2,1,a3,noise,"('a1',)",0,4,-0.009846307035431545
2,"(0,)",2,1,a3,noise,"('a1',)",1,0,-0.0037999819603783402
2,"(0,)",2,1,a3,noise,"('a1',)",1,1,-0.00406295368077958
2,"(0,)",2,1,a3,noise,"('a1',)",1,2,-0.002939956740726668
2,"(0,)",2,1,a3,noise,"('a1',)",1,3,-0.004114166602716796
2,"(0,)",2,1,a3,noise,"('a1',)",1,4,0.0011119946727899954
2,"(0,)",2,1,a3,noise,"('a1',)",2,0,-0.002942968355756248
2,"(0,)",2,1,a3,noise,"('a1',)",2,1,-0.009859458509781205
2,"(0,)",2,1,a3,noise,"('a1',)",2,2,-0.001333975860058012
2,"(0,)",2,1,a3,noise,"('a1',)",2,3,-0.002289606896119345
2,"(0,)",2,1,a3,noise,"('a1',)",2,4,0.00782504690803687
2,"(0,)",2,1,a3,noise,"('a1',)",3,0,-0.0013775578038359715
2,"(0,)",2,1,a3,noise,"('a1',)",3,1,-0.005225590135834679
2,"(0,)",2,1,a3,noise,"('a1',)",3,2,0.0011864437967608055
2,"(0,)",2,1,a3,noise,"('a1',)",3,3,0.0030726156541155403
2,"(0,)",2,1,a3,noise,"('a1',)",3,4,-0.0057099310940028625
2,"(0,)",2,1,a3,noise,"('a1',)",4,0,0.0007934711355600532
2,"(0,)",2,1,a3,noise,"('a1',)",4,1,-0.021322639459138426
2,"(0,)",2,1,a3,noise,"('a1',)",4,2,-0.0013376121726739187
2,"(0,)",2,1,a3,noise,"('a1',)",4,3,0.002181971433693586
2,"(0,)",2,1,a3,noise,"('a1',)",4,4,-0.005012301626277416
2,"(1,)",2,1,a3,noise,"('a2',)",0,0,-0.0032592712373796795
2,"(1,)",2,1,a3,noise,"('a2',)",0,1,0.0016545354503315624
2,"(1,)",2,1,a3,noise,"('a2',)",0,2,-0.002672696813487363
2,"(1,)",2,1,a3,noise,"('a2',)",0,3,-0.003954419420560296
2,"(1,)",2,1,a3,noise,"('a2',)",0,4,-0.002926628330656822
2,"(1,)",2,1,a3,noise,"('a2',)",1,0,-0.002672676017179687
2,"(1,)",2,1,a3,noise,"('a2',)",1,1,-0.017144412083612615
2,"(1,)",2,1,a3,noise,"('a2',)",1,2,-0.0006818158433375965
2,"(1,)",2,1,a3,noise,"('a2',)",1,3,0.0015472410399847147
2,"(1,)",2,1,a3,noise,"('a2',)",1,4,-0.00010096694248551419
2,"(1,)",2,1,a3,noise,"('a2',)",2,0,-0.008794723491544643
2,"(1,)",2,1,a3,noise,"('a2',)",2,1,-0.0039132074752743495
2,"(1,)",2,1,a3,noise,"('a2',)",2,2,0.0005437080315203735
2,"(1,)",2,1,a3,noise,"('a2',)",2,3,0.0005088188424878792
2,"(1,)",2,1,a3,noise,"('a2',)",2,4,-0.002459276548798961
2,"(1,)",2,1,a3,noise,"('a2',)",3,0,-0.0025294942663359743
2,"(1,)",2,1,a3,noise,"('a2',)",3,1,-0.0027201515871023707
2,"(1,)",2,1,a3,noise,"('a2',)",3,2,0.0036425959992048007
2,"(1,)",2,1,a3,noise,"('a2',)",3,3,-0.0031295907696478054
2,"(1,)",2,1,a3,noise,"('a2',)",3,4,-0.012001885942849344
2,"(1,)",2,1,a3,noise,"('a2',)",4,0,0.004808406674804422
2,"(1,)",2,1,a3,noise,"('a2',)",4,1,-0.001435297331804919
2,"(1,)",2,1,a3,noise,"('a2',)",4,2,-0.0065461192401981005
2,"(1,)",2,1,a3,noise,"('a2',)",4,3,0.0022505322262271754
2,"(1,)",2,1,a3,noise,"('a2',)",4,4,0.0023197154288067123
2,"(3,)",2,1,a3,noise,"('a4',)",0,0,-0.0050167702170261785
2,"(3,)",2,1,a3,noise,"('a4',)",0,1,-0.009048806880231686
2,"(3,)",2,1,a3,noise,"('a4',)",0,2,0.0033842958659545674
2,"(3,)",2,1,a3,noise,"('a4',)",0,3,-0.002964898448890363
2,"(3,)",2,1,a3,noise,"('a4',)",0,4,-0.0016505427647692805
2,"(3,)",2,1,a3,noise,"('a4',)",1,0,0.0021952821248113485
2,"(3,)",2,1,a3,noise,"('a4',)",1,1,-0.0018952002990574313
2,"(3,)",2,1,a3,noise,"('a4',)",1,2,-0.006223630988222095
2,"(3,)",2,1,a3,noise,"('a4',)",1,3,0.00034349174511216773
2,"(3,)",2,1,a3,noise,"('a4',)",1,4,0.0005587083589823072
2,"(3,)",2,1,a3,noise,"('a4',)",2,0,-0.007204713567631749
2,"(3,)",2,1,a3,noise,"('a4',)",2,1,0.0011574728631726927
2,"(3,)",2,1,a3,noise,"('a4',)",2,2,-0.00280722639779285
2,"(3,)",2,1,a3,noise,"('a4',)",2,3,-0.0034576491716207247
2,"(3,)",2,1,a3,noise,"('a4',)",2,4,-0.002050333572807206
2,"(3,)",2,1,a3,noise,"('a4',)",3,0,0.006011260207919755
2,"(3,)",2,1,a3,noise,"('a4',)",3,1,0.0007944034319969928
2,"(3,)",2,1,a3,noise,"('a4',)",3,2,0.003250105497947353
2,"(3,)",2,1,a3,noise,"('a4',)",3,3,0.0035410775345832146
2,"(3,)",2,1,a3,noise,"('a4',)",3,4,-0.005158983475030521
2,"(3,)",2,1,a3,noise,"('a4',)",4,0,0.0031888798771858573
2,"(3,)",2,1,a3,noise,"('a4',)",4,1,0.004184240528026573
2,"(3,)",2,1,a3,noise,"('a4',)",4,2,-0.0052240589590326625
2,"(3,)",2,1,a3,noise,"('a4',)",4,3,-0.0006637513920122462
2,"(3,)",2,1,a3,noise,"('a4',)",4,4,0.005450132400470653
2,"(4,)",2,1,a3,noise,"('a5',)",0,0,-0.008093171015392697
2,"(4,)",2,1,a3,noise,"('a5',)",0,1,-0.014312552252529087
2,"(4,)",2,1,a3,noise,"('a5',)",0,2,0.002317975043636067
2,"(4,)",2,1,a3,noise,"('a5',)",0,3,-0.0028624067515857776
2,"(4,)",2,1,a3,noise,"('a5',)",0,4,0.0002320759712255982
2,"(4,)",2,1,a3,noise,"('a5',)",1,0,0.00039251403010848174
2,"(4,)",2,1,a3,noise,"('a5',)",1,1,-0.009586521294184469
2,"(4,)",2,1,a3,noise,"('a5',)",1,2,-0.0006899072322628652
2,"(4,)",2,1,a3,noise,"('a5',)",1,3,0.005028513536181944
2,"(4,)",2,1,a3,noise,"('a5',)",1,4,-0.01019024312940403
2,"(4,)",2,1,a3,noise,"('a5',)",2,0,-0.006172899918238606
2,"(4,)",2,1,a3,noise,"('a5',)",2,1,-0.01126512030514043
2,"(4,)",2,1,a3,noise,"('a5',)",2,2,-0.002740803156585425
2,"(4,)",2,1,a3,noise,"('a5',)",2,3,0.0013538595441792145
2,"(4,)",2,1,a3,noise,"('a5',)",2,4,0.0032980177754698414
2,"(4,)",2,1,a3,noise,"('a5',)",3,0,0.006006939861282146
2,"(4,)",2,1,a3,noise,"('a5',)",3,1,-0.008234453068825531
2,"(4,)",2,1,a3,noise,"('a5',)",3,2,0.0021475957534873302
2,"(4,)",2,1,a3,noise,"('a5',)",3,3,-0.0025157353277350802
2,"(4,)",2,1,a3,noise,"('a5',)",3,4,0.0019533590046365568
2,"(4,)",2,1,a3,noise,"('a5',)",4,0,0.0023624561167018276
2,"(4,)",2,1,a3,noise,"('a5',)",4,1,-0.0016374369576338532
2,"(4,)",2,1,a3,noise,"('a5',)",4,2,-0.0036431331428373737
2,"(4,)",2,1,a3,noise,"('a5',)",4,3,0.0005806030335229195
2,"(4,)",2,1,a3,noise,"('a5',)",4,4,-0.000735760823561471
2,"(5,)",2,1,a3,noise,"('a6',)",0,0,-0.00562108973528741
2,"(5,)",2,1,a3,noise,"('a6',)",0,1,-1.4460799608873032e-06
2,"(5,)",2,1,a3,noise,"('a6',)",0,2,-0.0019546516782170675
2,"(5,)",2,1,a3,noise,"('a6',)",0,3,-0.005233030902230207
2,"(5,)",2,1,a3,noise,"('a6',)",0,4,-0.001097153154366759
2,"(5,)",2,1,a3,noise,"('a6',)",1,0,0.005005055680759152
2,"(5,)",2,1,a3,noise,"('a6',)",1,1,-0.004207081410231572
2,"(5,)",2,1,a3,noise,"('a6',)",1,2,-0.005833221886464013
2,"(5,)",2,1,a3,noise,"('a6',)",1,3,0.0015249425764994884
2,"(5,)",2,1,a3,noise,"('a6',)",1,4,0.006751960543307733
2,"(5,)",2,1,a3,noise,"('a6',)",2,0,-0.003152983460998793
2,"(5,)",2,1,a3,noise,"('a6',)",2,1,-0.006709374374553767
2,"(5,)",2,1,a3,noise,"('a6',)",2,2,0.0002808839808192687
2,"(5,)",2,1,a3,noise,"('a6',)",2,3,-0.0003171887651556293
2,"(5,)",2,1,a3,noise,"('a6',)",2,4,-0.0003154074013351771
2,"(5,)",2,1,a3,noise,"('a6',)",3,0,-0.0027176991006268025
2,"(5,)",2,1,a3,noise,"('a6',)",3,1,-0.00800839839892753
2,"(5,)",2,1,a3,noise,"('a6',)",3,2,0.0006418628781795777
2,"(5,)",2,1,a3,noise,"('a6',)",3,3,-0.0035062384942704528
2,"(5,)",2,1,a3,noise,"('a6',)",3,4,-0.009988846766096904
2,"(5,)",2,1,a3,noise,"('a6',)",4,0,-0.00013908517530136777
2,"(5,)",2,1,a3,noise,"('a6',)",4,1,-0.0016935176758945403
2,"(5,)",2,1,a3,noise,"('a6',)",4,2,-0.0059131930308571334
2,"(5,)",2,1,a3,noise,"('a6',)",4,3,0.0026563634393027558
2,"(5,)",2,1,a3,noise,"('a6',)",4,4,-0.0002917279977563414
2,"(0,)",3,1,a4,noise,"('a1',)",0,0,-0.008165193529022563
2,"(0,)",3,1,a4,noise,"('a1',)",0,1,-0.01469746465282773
2,"(0,)",3,1,a4,noise,"('a1',)",0,2,-0.009455530238158705
2,"(0,)",3,1,a4,noise,"('a1',)",0,3,0.0009398390809122192
2,"(0,)",3,1,a4,noise,"('a1',)",0,4,-0.001086010240729296
2,"(0,)",3,1,a4,noise,"('a1',)",1,0,0.010300495136067567
2,"(0,)",3,1,a4,noise,"('a1',)",1,1,-0.0002176551332097043
2,"(0,)",3,1,a4,noise,"('a1',)",1,2,-0.003660517889316872
2,"(0,)",3,1,a4,noise,"('a1',)",1,3,0.0034038639220614897
2,"(0,)",3,1,a4,noise,"('a1',)",1,4,-0.012157455326181954
2,"(0,)",3,1,a4,noise,"('a1',)",2,0,-0.004037543753866224
2,"(0,)",3,1,a4,noise,"('a1',)",2,1,-0.0022442852714694705
2,"(0,)",3,1,a4,noise,"('a1',)",2,2,-0.006046342114434999
2,"(0,)",3,1,a4,noise,"('a1',)",2,3,0.009788463705737604
2,"(0,)",3,1,a4,noise,"('a1',)",2,4,0.004142035414274048
2,"(0,)",3,1,a4,noise,"('a1',)",3,0,-0.002400997189769938
2,"(0,)",3,1,a4,noise,"('a1',)",3,1,-0.004550679943121638
2,"(0,)",3,1,a4,noise,"('a1',)",3,2,-0.007109924964929126
2,"(0,)",3,1,a4,noise,"('a1',)",3,3,0.0024736130927630606
2,"(0,)",3,1,a4,noise,"('a1',)",3,4,-0.002238153661973774
2,"(0,)",3,1,a4,noise,"('a1',)",4,0,-0.006971371312475272
2,"(0,)",3,1,a4,noise,"('a1',)",4,1,0.006117955846407508
2,"(0,)",3,1,a4,noise,"('a1',)",4,2,-0.014194395200667675
2,"(0,)",3,1,a4,noise,"('a1',)",4,3,0.002832343935351811
2,"(0,)",3,1,a4,noise,"('a1',)",4,4,-0.010239294549784006
2,"(1,)",3,1,a4,noise,"('a2',)",0,0,0.005759310002463991
2,"(1,)",3,1,a4,noise,"('a2',)",0,1,-0.008590708713044348
2,"(1,)",3,1,a4,noise,"('a2',)",0,2,-0.001992478788113372
2,"(1,)",3,1,a4,noise,"('a2',)",0,3,-0.0003248145637135824
2,"(1,)",3,1,a4,noise,"('a2',)",0,4,8.56810032455746e-05
2,"(1,)",3,1,a4,noise,"('a2',)",1,0,-0.011611924968167875
2,"(1,)",3,1,a4,noise,"('a2',)",1,1,0.0008163591054634045
2,"(1,)",3,1,a4,noise,"('a2',)",1,2,0.00405054247622727
2,"(1,)",3,1,a4,noise,"('a2',)",1,3,-0.01477129838534258
2,"(1,)",3,1,a4,noise,"('a2',)",1,4,0.005847514574700341
2,"(1,)",3,1,a4,noise,"('a2',)",2,0,-0.0061817571858825415
2,"(1,)",3,1,a4,noise,"('a2',)",2,1,-0.014624305524646553
2,"(1,)",3,1,a4,noise,"('a2',)",2,2,0.002800451177978558
2,"(1,)",3,1,a4,noise,"('a2',)",2,3,-0.002523915037892177
2,"(1,)",3,1,a4,noise,"('a2',)",2,4,-0.0010078944020385228
2,"(1,)",3,1,a4,noise,"('a2',)",3,0,0.017023376640508125
2,"(1,)",3,1,a4,noise,"('a2',)",3,1,-0.005444720644902756
2,"(1,)",3,1,a4,noise,"('a2',)",3,2,-0.007966637789383557
2,"(1,)",3,1,a4,noise,"('a2',)",3,3,-0.0010284512488085706
2,"(1,)",3,1,a4,noise,"('a2',)",3,4,-0.008209663325605188
2,"(1,)",3,1,a4,noise,"('a2',)",4,0,-0.016823366192943
2,"(1,)",3,1,a4,noise,"('a2',)",4,1,-0.011190765408897185
2,"(1,)",3,1,a4,noise,"('a2',)",4,2,-0.005605151416690934
2,"(1,)",3,1,a4,noise,"('a2',)",4,3,-0.003965481471085552
2,"(1,)",3,1,a4,noise,"('a2',)",4,4,-0.01849896501877224
2,"(2,)",3,1,a4,noise,"('a3',)",0,0,-0.0005869401352845971
2,"(2,)",3,1,a4,noise,"('a3',)",0,1,-0.017236003840366276
2,"(2,)",3,1,a4,noise,"('a3',)",0,2,0.0007047383785216965
2,"(2,)",3,1,a4,noise,"('a3',)",0,3,-0.0013971450189245171
2,"(2,)",3,1,a4,noise,"('a3',)",0,4,-0.0060676006946576155
2,"(2,)",3,1,a4,noise,"('a3',)",1,0,0.002780724367369092
2,"(2,)",3,1,a4,noise,"('a3',)",1,1,-0.004325282149529874
2,"(2,)",3,1,a4,noise,"('a3',)",1,2,-0.0004772534164495523
2,"(2,)",3,1,a4,noise,"('a3',)",1,3,0.0009665190219547704
2,"(2,)",3,1,a4,noise,"('a3',)",1,4,0.005020298145112623
2,"(2,)",3,1,a4,noise,"('a3',)",2,0,-0.007315981977636055
2,"(2,)",3,1,a4,noise,"('a3',)",2,1,-0.002646436996668222
2,"(2,)",3,1,a4,noise,"('a3',)",2,2,-0.013249163880744375
2,"(2,)",3,1,a4,noise,"('a3',)",2,3,0.001059247347671377
2,"(2,)",3,1,a4,noise,"('a3',)",2,4,0.004459549687861886
2,"(2,)",3,1,a4,noise,"('a3',)",3,0,0.0010882588715819264
2,"(2,)",3,1,a4,noise,"('a3',)",3,1,-0.00033696540226835214
2,"(2,)",3,1,a4,noise,"('a3',)",3,2,-0.009666005099700392
2,"(2,)",3,1,a4,noise,"('a3',)",3,3,0.0069045042914910315
2,"(2,)",3,1,a4,noise,"('a3',)",3,4,-0.007082973342453669
2,"(2,)",3,1,a4,noise,"('a3',)",4,0,-0.0021743005036466423
2,"(2,)",3,1,a4,noise,"('a3',)",4,1,-0.002132133362525157
2,"(2,)",3,1,a4,noise,"('a3',)",4,2,-0.0003685675337361527
2,"(2,)",3,1,a4,noise,"('a3',)",4,3,-0.0006666141197603226
2,"(2,)",3,1,a4,noise,"('a3',)",4,4,-0.00597420064221954
2,"(4,)",3,1,a4,noise,"('a5',)",0,0,-0.0027928460628968144
2,"(4,)",3,1,a4,noise,"('a5',)",0,1,-0.017607689899165224
2,"(4,)",3,1,a4,noise,"('a5',)",0,2,-0.005545783178082131
2,"(4,)",3,1,a4,noise,"('a5',)",0,3,-0.007885246226250864
2,"(4,)",3,1,a4,noise,"('a5',)",0,4,-0.005475546726841363
2,"(4,)",3,1,a4,noise,"('a5',)",1,0,-0.012718523334980636
2,"(4,)",3,1,a4,noise,"('a5',)",1,1,-0.0031491995889512125
2,"(4,)",3,1,a4,noise,"('a5',)",1,2,-0.004043102885029792
2,"(4,)",3,1,a4,noise,"('a5',)",1,3,0.006061460667599217
2,"(4,)",3,1,a4,noise,"('a5',)",1,4,-0.03665372975269776
2,"(4,)",3,1,a4,noise,"('a5',)",2,0,-0.013237956910221949
2,"(4,)",3,1,a4,noise,"('a5',)",2,1,-0.0009280078222000387
2,"(4,)",3,1,a4,noise,"('a5',)",2,2,-0.003154740644108478
2,"(4,)",3,1,a4,noise,"('a5',)",2,3,-0.015727670452231335
2,"(4,)",3,1,a4,noise,"('a5',)",2,4,-0.007606977112792901
2,"(4,)",3,1,a4,noise,"('a5',)",3,0,-0.00901732598809013
2,"(4,)",3,1,a4,noise,"('a5',)",3,1,-0.012771783187108199
2,"(4,)",3,1,a4,noise,"('a5',)",3,2,-0.01729401232675598
2,"(4,)",3,1,a4,noise,"('a5',)",3,3,-0.0011155742007542546
2,"(4,)",3,1,a4,noise,"('a5',)",3,4,-0.002575443138404687
2,"(4,)",3,1,a4,noise,"('a5',)",4,0,-0.004279358685165158
2,"(4,)",3,1,a4,noise,"('a5',)",4,1,-0.005209187076494537
2,"(4,)",3,1,a4,noise,"('a5',)",4,2,0.003912181727341646
2,"(4,)",3,1,a4,noise,"('a5',)",4,3,-0.008981569319109206
2,"(4,)",3,1,a4,noise,"('a5',)",4,4,-0.009576809914149775
2,"(5,)",3,1,a4,noise,"('a6',)",0,0,0.006643204748534748
2,"(5,)",3,1,a4,noise,"('a6',)",0,1,-0.002176692936091462
2,"(5,)",3,1,a4,noise,"('a6',)",0,2,0.00012204858154107878
2,"(5,)",3,1,a4,noise,"('a6',)",0,3,-0.012114111983067055
2,"(5,)",3,1,a4,noise,"('a6',)",0,4,-0.006250758534222189
2,"(5,)",3,1,a4,noise,"('a6',)",1,0,0.0029924375043055562
2,"(5,)",3,1,a4,noise,"('a6',)",1,1,-0.005526729312876011
2,"(5,)",3,1,a4,noise,"('a6',)",1,2,-0.0013681835840474443
2,"(5,)",3,1,a4,noise,"('a6',)",1,3,0.0033967525709137636
2,"(5,)",3,1,a4,noise,"('a6',)",1,4,0.007273778645323081
2,"(5,)",3,1,a4,noise,"('a6',)",2,0,-0.009804755439489499
2,"(5,)",3,1,a4,noise,"('a6',)",2,1,-0.013546027083300327
2,"(5,)",3,1,a4,noise,"('a6',)",2,2,-0.0022085400937309485
2,"(5,)",3,1,a4,noise,"('a6',)",2,3,0.0026507772336299418
2,"(5,)",3,1,a4,noise,"('a6',)",2,4,0.012097007646365565
2,"(5,)",3,1,a4,noise,"('a6',)",3,0,-0.004412808458987394
2,"(5,)",3,1,a4,noise,"('a6',)",3,1,-0.004029456237852114
2,"(5,)",3,1,a4,noise,"('a6',)",3,2,-0.009608429161993504
2,"(5,)",3,1,a4,noise,"('a6',)",3,3,-0.002411444073996849
2,"(5,)",3,1,a4,noise,"('a6',)",3,4,0.0027988582812515928
2,"(5,)",3,1,a4,noise,"('a6',)",4,0,-0.011545908591673648
2,"(5,)",3,1,a4,noise,"('a6',)",4,1,-0.006395451661343254
2,"(5,)",3,1,a4,noise,"('a6',)",4,2,0.0006389664157018249
2,"(5,)",3,1,a4,noise,"('a6',)",4,3,-0.0051029457957333935
2,"(5,)",3,1,a4,noise,"('a6',)",4,4,-0.0054559652334021935
2,"(0,)",4,1,a5,informative,"('a1',)",0,0,0.10916139971086031
2,"(0,)",4,1,a5,informative,"('a1',)",0,1,0.05877606189784296
2,"(0,)",4,1,a5,informative,"('a1',)",0,2,0.07110141369176548
2,"(0,)",4,1,a5,informative,"('a1',)",0,3,0.09183090735108279
2,"(0,)",4,1,a5,informative,"('a1',)",0,4,0.09628037899955261
2,"(0,)",4,1,a5,informative,"('a1',)",1,0,0.04933923066980106
2,"(0,)",4,1,a5,informative,"('a1',)",1,1,0.10010490966085595
2,"(0,)",4,1,a5,informative,"('a1',)",1,2,0.0866883283533127
2,"(0,)",4,1,a5,informative,"('a1',)",1,3,0.13109106250089136
2,"(0,)",4,1,a5,informative,"('a1',)",1,4,0.1341408666029435
2,"(0,)",4,1,a5,informative,"('a1',)",2,0,0.08305851425971145
2,"(0,)",4,1,a5,informative,"('a1',)",2,1,0.10694604948287129
2,"(0,)",4,1,a5,informative,"('a1',)",2,2,0.0904037557775319
2,"(0,)",4,1,a5,informative,"('a1',)",2,3,0.09073698751204862
2,"(0,)",4,1,a5,informative,"('a1',)",2,4,0.10109083487597864
2,"(0,)",4,1,a5,informative,"('a1',)",3,0,0.0901077452978164
2,"(0,)",4,1,a5,informative,"('a1',)",3,1,0.06863711257183935
2,"(0,)",4,1,a5,informative,"('a1',)",3,2,0.1417186903391297
2,"(0,)",4,1,a5,informative,"('a1',)",3,3,0.08952175353418118
2,"(0,)",4,1,a5,informative,"('a1',)",3,4,0.09196023271421389
2,"(0,)",4,1,a5,informative,"('a1',)",4,0,0.112888951363594
2,"(0,)",4,1,a5,informative,"('a1',)",4,1,0.05058353028816315
2,"(0,)",4,1,a5,informative,"('a1',)",4,2,0.10104152424132351
2,"(0,)",4,1,a5,informative,"('a1',)",4,3,0.12321271120086857
2,"(0,)",4,1,a5,informative,"('a1',)",4,4,0.0706119724277175
2,"(1,)",4,1,a5,informative,"('a2',)",0,0,0.10411758442507135
2,"(1,)",4,1,a5,informative,"('a2',)",0,1,0.050205816648635104
2,"(1,)",4,1,a5,informative,"('a2',)",0,2,0.06656237814793631
2,"(1,)",4,1,a5,informative,"('a2',)",0,3,0.0961082955076854
2,"(1,)",4,1,a5,informative,"('a2',)",0,4,0.1037533597448611
2,"(1,)",4,1,a5,informative,"('a2',)",1,0,0.0446090378856866
2,"(1,)",4,1,a5,informative,"('a2',)",1,1,0.10975553584000192
2,"(1,)",4,1,a5,informative,"('a2',)",1,2,0.10075650380475881
2,"(1,)",4,1,a5,informative,"('a2',)",1,3,0.1327718707899841
2,"(1,)",4,1,a5,informative,"('a2',)",1,4,0.127890198268516
2,"(1,)",4,1,a5,informative,"('a2',)",2,0,0.08372902978488239
2,"(1,)",4,1,a5,informative,"('a2',)",2,1,0.11821519844308798
2,"(1,)",4,1,a5,informative,"('a2',)",2,2,0.07855603474400308
2,"(1,)",4,1,a5,informative,"('a2',)",2,3,0.08787947702710464
2,"(1,)",4,1,a5,informative,"('a2',)",2,4,0.11383285527177361
2,"(1,)",4,1,a5,informative,"('a2',)",3,0,0.09343699131972483
2,"(1,)",4,1,a5,informative,"('a2',)",3,1,0.08371319695771728
2,"(1,)",4,1,a5,informative,"('a2',)",3,2,0.14527142902809353
2,"(1,)",4,1,a5,informative,"('a2',)",3,3,0.06751328950275809
2,"(1,)",4,1,a5,informative,"('a2',)",3,4,0.07948659469330166
2,"(1,)",4,1,a5,informative,"('a2',)",4,0,0.1190031000520465
2,"(1,)",4,1,a5,informative,"('a2',)",4,1,0.05286003520650451
2,"(1,)",4,1,a5,informative,"('a2',)",4,2,0.09725499960380185
2,"(1,)",4,1,a5,informative,"('a2',)",4,3,0.11466647755409298
2,"(1,)",4,1,a5,informative,"('a2',)",4,4,0.09425486201524286
2,"(2,)",4,1,a5,informative,"('a3',)",0,0,0.10807415271934684
2,"(2,)",4,1,a5,informative,"('a3',)",0,1,0.044218958988611834
2,"(2,)",4,1,a5,informative,"('a3',)",0,2,0.07670609892953051
2,"(2,)",4,1,a5,informative,"('a3',)",0,3,0.09130626247924106
2,"(2,)",4,1,a5,informative,"('a3',)",0,4,0.10683352873260754
2,"(2,)",4,1,a5,informative,"('a3',)",1,0,0.044671235678121035
2,"(2,)",4,1,a5,informative,"('a3',)",1,1,0.10721684583132651
2,"(2,)",4,1,a5,informative,"('a3',)",1,2,0.08908084655231852
2,"(2,)",4,1,a5,informative,"('a3',)",1,3,0.13022115050801425
2,"(2,)",4,1,a5,informative,"('a3',)",1,4,0.12654787935705214
2,"(2,)",4,1,a5,informative,"('a3',)",2,0,0.09219059591340084
2,"(2,)",4,1,a5,informative,"('a3',)",2,1,0.10613450369405708
2,"(2,)",4,1,a5,informative,"('a3',)",2,2,0.08166085866795408
2,"(2,)",4,1,a5,informative,"('a3',)",2,3,0.09440914917980242
2,"(2,)",4,1,a5,informative,"('a3',)",2,4,0.11038237095416692
2,"(2,)",4,1,a5,informative,"('a3',)",3,0,0.08163942890076642
2,"(2,)",4,1,a5,informative,"('a3',)",3,1,0.07388092270965452
2,"(2,)",4,1,a5,informative,"('a3',)",3,2,0.13512730353069913
2,"(2,)",4,1,a5,informative,"('a3',)",3,3,0.06983896770385295
2,"(2,)",4,1,a5,informative,"('a3',)",3,4,0.07479717623032012
2,"(2,)",4,1,a5,informative,"('a3',)",4,0,0.11762589434292597
2,"(2,)",4,1,a5,informative,"('a3',)",4,1,0.0630215641568031
2,"(2,)",4,1,a5,informative,"('a3',)",4,2,0.09986648053565295
2,"(2,)",4,1,a5,informative,"('a3',)",4,3,0.12904393922876234
2,"(2,)",4,1,a5,informative,"('a3',)",4,4,0.09586981712239334
2,"(3,)",4,1,a5,informative,"('a4',)",0,0,0.09194367362197886
2,"(3,)",4,1,a5,informative,"('a4',)",0,1,0.05152290346782418
2,"(3,)",4,1,a5,informative,"('a4',)",0,2,0.0571260033730846
2,"(3,)",4,1,a5,informative,"('a4',)",0,3,0.06774380752230796
2,"(3,)",4,1,a5,informative,"('a4',)",0,4,0.09322474808799763
2,"(3,)",4,1,a5,informative,"('a4',)",1,0,0.0353843351445049
2,"(3,)",4,1,a5,informative,"('a4',)",1,1,0.08960593074628376
2,"(3,)",4,1,a5,informative,"('a4',)",1,2,0.08555504500861572
2,"(3,)",4,1,a5,informative,"('a4',)",1,3,0.12309592230207472
2,"(3,)",4,1,a5,informative,"('a4',)",1,4,0.11090452890255936
2,"(3,)",4,1,a5,informative,"('a4',)",2,0,0.0877213667423346
2,"(3,)",4,1,a5,informative,"('a4',)",2,1,0.11194033795895086
2,"(3,)",4,1,a5,informative,"('a4',)",2,2,0.0838149880502913
2,"(3,)",4,1,a5,informative,"('a4',)",2,3,0.06980849034494524
2,"(3,)",4,1,a5,informative,"('a4',)",2,4,0.10809701210256101
2,"(3,)",4,1,a5,informative,"('a4',)",3,0,0.07579410730938357
2,"(3,)",4,1,a5,informative,"('a4',)",3,1,0.0766973204080712
2,"(3,)",4,1,a5,informative,"('a4',)",3,2,0.13551504550241905
2,"(3,)",4,1,a5,informative,"('a4',)",3,3,0.07408390224013195
2,"(3,)",4,1,a5,informative,"('a4',)",3,4,0.08256948151054805
2,"(3,)",4,1,a5,informative,"('a4',)",4,0,0.12143322246201127
2,"(3,)",4,1,a5,informative,"('a4',)",4,1,0.06977737127698486
