order,target_feature,context_features,source_file,mean_delta,std_fold_delta,se_unit_mean,ci95_boot_low,ci95_boot_high,n_units,n_repeats,n_seeds,n_folds_total,interval_unit
2,X15,"('X12',)",exp6_mixed_dgp_ns_raw.csv,0.00647941871868296,0.009677547476920418,0.0009922264184479075,0.004804428340400431,0.008205330065106905,5,5,0,25,repeat_mean
2,X15,"('X13',)",exp6_mixed_dgp_ns_raw.csv,0.003621438717510292,0.007693731005074215,0.0011568937846480538,0.0012803689053865561,0.005378354204602148,5,5,0,25,repeat_mean
2,X15,"('X14',)",exp6_mixed_dgp_ns_raw.csv,-0.002037935928778896,0.009458374785142717,0.002345919677948063,-0.00565258744033362,0.00234894473763932,5,5,0,25,repeat_mean
2,X15,"('X2',)",exp6_mixed_dgp_ns_raw.csv,0.010285657284788856,0.010618726322751222,0.003074062795430855,0.004852454850574629,0.01551250994510762,5,5,0,25,repeat_mean
2,X15,"('X3',)",exp6_mixed_dgp_ns_raw.csv,0.00114462080160014,0.007149734621453248,0.00038348459558261525,0.0004771764774223801,0.0018120651257779,5,5,0,25,repeat_mean
2,X15,"('X4',)",exp6_mixed_dgp_ns_raw.csv,0.004022858260465212,0.008370861392817707,0.0017232779074840877,0.0014232914917538522,0.007371738764876064,5,5,0,25,repeat_mean
2,X15,"('X5',)",exp6_mixed_dgp_ns_raw.csv,0.004198151059037552,0.009312013731555725,0.0017773643200129855,0.001029816875432616,0.007366485242642487,5,5,0,25,repeat_mean
2,X15,"('X6',)",exp6_mixed_dgp_ns_raw.csv,0.0067050979471514685,0.006559641983971112,0.0006881005486887923,0.005385519396151164,0.00776448385910352,5,5,0,25,repeat_mean
2,X15,"('X7',)",exp6_mixed_dgp_ns_raw.csv,0.0005525073194358357,0.008305901904179706,0.0014864198650887063,-0.0018285720156830682,0.0031491198751573525,5,5,0,25,repeat_mean
2,X15,"('X8',)",exp6_mixed_dgp_ns_raw.csv,0.0019390136831040241,0.00982671355150972,0.0013755836810156149,-0.0004063568510901481,0.004217570201627996,5,5,0,25,repeat_mean
2,X15,"('X9',)",exp6_mixed_dgp_ns_raw.csv,0.0015181666603055405,0.008155170746350852,0.00093377865679006,-5.171200407515908e-06,0.0032944298873450995,5,5,0,25,repeat_mean
2,X2,"('X1',)",exp6_mixed_dgp_ns_raw.csv,1.4071866017696111e-05,0.008990328084440122,0.0011630451367919045,-0.0017044596146641802,0.0022234830441974045,5,5,0,25,repeat_mean
2,X2,"('X10',)",exp6_mixed_dgp_ns_raw.csv,0.0001139024076003231,0.0059601456305423016,0.0011682301888432795,-0.0017806913989107842,0.002219492718452182,5,5,0,25,repeat_mean
2,X2,"('X11',)",exp6_mixed_dgp_ns_raw.csv,-0.001996578310380788,0.010786584525276154,0.0031602307749382078,-0.008074252247930404,0.002962045991845888,5,5,0,25,repeat_mean
2,X2,"('X12',)",exp6_mixed_dgp_ns_raw.csv,0.008181530277103732,0.008935664817869076,0.0010214392529848515,0.006621705273515068,0.009994000873279603,5,5,0,25,repeat_mean
2,X2,"('X13',)",exp6_mixed_dgp_ns_raw.csv,-0.00011273759109010799,0.008650230251269368,0.0021186319159117507,-0.0038644069063763957,0.003472340564305136,5,5,0,25,repeat_mean
2,X2,"('X14',)",exp6_mixed_dgp_ns_raw.csv,0.0018529705434515281,0.007530766689101986,0.001186107672774678,9.537548482675771e-06,0.004128756634268507,5,5,0,25,repeat_mean
2,X2,"('X15',)",exp6_mixed_dgp_ns_raw.csv,0.007554297860669575,0.009272845973599625,0.0027641741974692192,0.0019071646313148318,0.011487151178527975,5,5,0,25,repeat_mean
2,X2,"('X3',)",exp6_mixed_dgp_ns_raw.csv,0.09406832582231277,0.010829036687512493,0.001545788855367649,0.09143987275418289,0.09675556806987742,5,5,0,25,repeat_mean
2,X2,"('X4',)",exp6_mixed_dgp_ns_raw.csv,0.0067902870028251315,0.0067918216119711725,0.0013355147972483735,0.004719159862335657,0.0093886562179839,5,5,0,25,repeat_mean
2,X2,"('X5',)",exp6_mixed_dgp_ns_raw.csv,0.005478416375969916,0.007136872606436286,0.001002073971778652,0.0037178113150753084,0.007472166761686184,5,5,0,25,repeat_mean
2,X2,"('X6',)",exp6_mixed_dgp_ns_raw.csv,-0.0002616349372084519,0.007339848719458145,0.0005587917831811969,-0.001236159536107884,0.00071288966169098,5,5,0,25,repeat_mean
2,X2,"('X7',)",exp6_mixed_dgp_ns_raw.csv,0.004572721361088624,0.007839622962872479,0.0013400264253534651,0.00205029862381768,0.006821828456770891,5,5,0,25,repeat_mean
